genea1	dNa1	dNsea1	dSa1	dSsea1	dNdSa1	genea2	dNa2	dNsea2	dSa2	dSsea2	dNdSa2	chr	chrom	DE	a1mean	a2mean	ratio	log2ratio	dndiff	dsdiff	dndsdiff
MvSl-1064-A1-R4_MC02g04019	1.28021	0	57.54256	90.86353	0.0222481	MvSl-1064-A2-R4_MC02g04297	0	0.00004	0.00002	0	0	aAutosome	aAutosome	NON	5.62294	5.69858	0.986726518	-0.019277814	1.28021	57.54254	0.0222481
MvSl-1064-A1-R4_MC02g04021	3.32779	1.99326	33.31783	58.94379	0.0998802	MvSl-1064-A2-R4_MC02g04299	0.00316	0.00167	0.01561	0.00647	0.202433	aAutosome	aAutosome	NON	5.49473	5.36231	1.024694581	0.035193967	3.32463	33.30222	-0.1025528
MvSl-1064-A1-R4_MC02g04022	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04300	0	0	0.00001	0	0	aAutosome	aAutosome	NON	2.93304	2.91933	1.004696283	0.006759445	0	0	0
MvSl-1064-A1-R4_MC02g04026	0	0.00173	0.00001	0.01582	0	MvSl-1064-A2-R4_MC02g04304	0.00321	0.00143	0.00343	0.00239	0.935833	aAutosome	aAutosome	NON	5.91432	5.80816	1.018277733	0.026131108	-0.00321	-0.00342	-0.935833
MvSl-1064-A1-R4_MC02g04027	6.74913	2.71506	0.06817	0	99.0044	MvSl-1064-A2-R4_MC02g04305	0.00444	0.00315	0.00937	0.00667	0.473848	aAutosome	aAutosome	NON	6.78572	6.77851	1.001063656	0.001533715	6.74469	0.0588	98.530552
MvSl-1064-A1-R4_MC02g04029	1.27567	0.50546	55.69166	169.5357	0.0229059	MvSl-1064-A2-R4_MC02g04307	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.313	5.33723	0.995460192	-0.006564471	1.27567	55.69165	0.0229059
MvSl-1064-A1-R4_MC02g04030	1.55674	0.71416	2.4157	2.71811	0.644426	MvSl-1064-A2-R4_MC02g04308	0.71705	0.08891	69.68138	152.04612	0.0102904	aAutosome	aAutosome	NON	7.16628	6.85196	1.045873006	0.064707684	0.83969	-67.26568	0.6341356
MvSl-1064-A1-R4_MC02g04031	0.88129	0.37336	4.09571	5.12173	0.215174	MvSl-1064-A2-R4_MC02g04309	0	0.06117	0.00001	0.14021	0	aAutosome	aAutosome	NON	7.75377	7.60228	1.019926917	0.028465779	0.88129	4.0957	0.215174
MvSl-1064-A1-R4_MC02g04033	1.10068	0.38483	77.71083	203.39466	0.0141638	MvSl-1064-A2-R4_MC02g04311	0.00868	0.00497	0.00898	0.0087	0.966582	aAutosome	aAutosome	NON	6.45876	6.43129	1.004271305	0.006149067	1.092	77.70185	-0.9524182
MvSl-1064-A1-R4_MC02g04034	1.23705	0.48155	2.4396	2.21851	0.507071	MvSl-1064-A2-R4_MC02g04312	0.00335	0.0015	0.00901	0.0037	0.371805	aAutosome	aAutosome	NON	6.14392	6.45194	0.95225932	-0.070573591	1.2337	2.43059	0.135266
MvSl-1064-A1-R4_MC02g04035	20.83336	48.6723	8.97773	21.94819	2.32056	MvSl-1064-A2-R4_MC02g04313	0.0012	0.0012	0.00001	0	118.812	aAutosome	aAutosome	NON	6.15408	6.50511	0.946037807	-0.080030255	20.83216	8.97772	-116.49144
MvSl-1064-A1-R4_MC02g04036	2.62757	1.19554	0.49021	0.38224	5.36009	MvSl-1064-A2-R4_MC02g04314	0.00148	0.00086	0.00001	0.00002	146.535	aAutosome	aAutosome	NON	4.49447	4.67829	0.960707865	-0.057830296	2.62609	0.4902	-141.17491
MvSl-1064-A1-R4_MC02g04037	0	0	0	0	0	MvSl-1064-A2-R4_MC02g04315	0	0	0	0	0	aAutosome	aAutosome	NON	5.78024	5.82272	0.992704441	-0.010563849	0	0	0
MvSl-1064-A1-R4_MC02g04038	0	0.13342	0	0.00136	0	MvSl-1064-A2-R4_MC02g04316	0.01091	0.00547	0.00011	0.00006	99.0917	aAutosome	aAutosome	NON	4.92879	4.91953	1.001882294	0.002713023	-0.01091	-0.00011	-99.0917
MvSl-1064-A1-R4_MC02g04039	0.09115	0.09733	1.57344	2.08404	0.0579304	MvSl-1064-A2-R4_MC02g04317	0.66008	0.10997	1.35453	0.46511	0.487313	aAutosome	aAutosome	NON	7.70343	7.59473	1.014312556	0.020502281	-0.56893	0.21891	-0.4293826
MvSl-1064-A1-R4_MC02g04041	14.52699	22.04854	21.29782	41.71364	0.682088	MvSl-1064-A2-R4_MC02g04319	0.00216	0.00124	0.00185	0.0018	1.1675	aAutosome	aAutosome	NON	6.39621	6.11145	1.046594507	0.065702592	14.52483	21.29597	-0.485412
MvSl-1064-A1-R4_MC02g04046	4.12704	5.41661	14.26687	31.85332	0.289274	MvSl-1064-A2-R4_MC02g04324	0.00127	0.00074	0.00846	0.00382	0.150116	aAutosome	aAutosome	NON	7.37853	7.61081	0.969480252	-0.044716583	4.12577	14.25841	0.139158
MvSl-1064-A1-R4_MC02g04048	1.08411	0.375	52.79016	93.80714	0.0205362	MvSl-1064-A2-R4_MC02g04326	0.0028	0.00199	0.02265	0.01145	0.12362	aAutosome	aAutosome	NON	8.19977	8.10311	1.011928753	0.017107718	1.08131	52.76751	-0.1030838
MvSl-1064-A1-R4_MC02g04049	1.0934	0.49414	54.55522	120.92843	0.0200421	MvSl-1064-A2-R4_MC02g04327	0.00596	0.00424	0.00006	0.00031	99.1681	aAutosome	aAutosome	NON	8.17675	8.24203	0.992079621	-0.011472184	1.08744	54.55516	-99.1480579
MvSl-1064-A1-R4_MC02g04050	2.69031	0.71262	62.85501	434.85927	0.0428018	MvSl-1064-A2-R4_MC02g04328	0	0	0.00308	0	0	aAutosome	aAutosome	NON	6.89646	6.93153	0.994940511	-0.007317828	2.69031	62.85193	0.0428018
MvSl-1064-A1-R4_MC02g04051	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04329	0.00178	0.00178	0.00737	0.00741	0.241516	aAutosome	aAutosome	NON	5.56136	5.51778	1.007898104	0.011349793	-0.00178	-0.00736	-0.241516
MvSl-1064-A1-R4_MC02g04052	0	0.00449	0.00001	0.00987	0	MvSl-1064-A2-R4_MC02g04330	0.0028	0.00161	0.008	0.00462	0.349996	aAutosome	aAutosome	NON	6.26438	6.50631	0.962816097	-0.054667833	-0.0028	-0.00799	-0.349996
MvSl-1064-A1-R4_MC02g04053	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04331	0.00327	0.00144	0.00139	0.00128	2.35235	aAutosome	aAutosome	NON	5.12847	5.25607	0.975723307	-0.035456005	-0.00327	-0.00138	-2.35235
MvSl-1064-A1-R4_MC02g04054	9.49621	17.89451	1.10327	1.17869	8.60733	MvSl-1064-A2-R4_MC02g04332	0.00158	0.00158	0.00373	0.00374	0.423581	aAutosome	aAutosome	NON	4.78675	5.10163	0.93827855	-0.09191181	9.49463	1.09954	8.183749
MvSl-1064-A1-R4_MC02g04055	0.41878	0.31218	96.74216	374.51591	0.00432883	MvSl-1064-A2-R4_MC02g04333	0	0	0	0.00013	0	aAutosome	aAutosome	NON	6.67492	6.47167	1.031406113	0.044612501	0.41878	96.74216	0.00432883
MvSl-1064-A1-R4_MC02g04056	0.28546	0	0.00288	0	99.118	MvSl-1064-A2-R4_MC02g04334	0.07889	0.01909	0.12099	0.04121	0.652037	aAutosome	aAutosome	NON	6.63086	6.54002	1.013889866	0.019900947	0.20657	-0.11811	98.465963
MvSl-1064-A1-R4_MC02g04057	24.06674	35.02621	0.86148	1.25942	27.9365	MvSl-1064-A2-R4_MC02g04335	0.21506	0.04027	0.45977	0.11811	0.467756	aAutosome	aAutosome	NON	7.16045	7.1183	1.005921358	0.00851752	23.85168	0.40171	27.468744
MvSl-1064-A1-R4_MC02g04058	0	0	0	0	0	MvSl-1064-A2-R4_MC02g04336	0.00474	0.00195	0.00145	0.00149	3.26874	aAutosome	aAutosome	NON	6.99903	6.78237	1.031944586	0.045365502	-0.00474	-0.00145	-3.26874
MvSl-1064-A1-R4_MC02g04059	1.53401	0.60028	43.31493	84.2692	0.0354153	MvSl-1064-A2-R4_MC02g04337	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.55244	6.52059	1.004884527	0.007029729	1.53401	43.31492	0.0354153
MvSl-1064-A1-R4_MC02g04060	0.72986	0.2404	13.65015	24.36487	0.053469	MvSl-1064-A2-R4_MC02g04338	0.00001	0	0.00821	0.00197	0.00121801	aAutosome	aAutosome	NON	11.25	10.9167	1.030531204	0.04338819	0.72985	13.64194	0.05225099
MvSl-1064-A1-R4_MC02g04062	0	0	0	0	0	MvSl-1064-A2-R4_MC02g04340	0.00108	0.00109	0.00517	0.00368	0.208893	aAutosome	aAutosome	NON	6.75787	6.84062	0.987903143	-0.017558492	-0.00108	-0.00517	-0.208893
MvSl-1064-A1-R4_MC02g04063	1.78745	0.90539	1.92848	6.96015	0.92687	MvSl-1064-A2-R4_MC02g04341	0.00208	0.00205	0.00637	0.00619	0.326525	aAutosome	aAutosome	NON	5.92097	5.68966	1.04065445	0.057491101	1.78537	1.92211	0.600345
MvSl-1064-A1-R4_MC02g04064	5.06719	6.41971	1.57367	1.3859	3.21998	MvSl-1064-A2-R4_MC02g04342	0.00175	0.00178	0.00717	0.00737	0.244069	aAutosome	aAutosome	NON	7.86379	7.83308	1.003920552	0.005645103	5.06544	1.5665	2.975911
MvSl-1064-A1-R4_MC02g04065	9.19089	42.469	12.65425	75.84274	0.726309	MvSl-1064-A2-R4_MC02g04343	0.01274	0.00446	0.00461	0.00162	2.7635	aAutosome	aAutosome	NON	4.64488	4.40465	1.054540088	0.07661394	9.17815	12.64964	-2.037191
MvSl-1064-A1-R4_MC02g04066	0	0.20441	0	0.00208	0	MvSl-1064-A2-R4_MC02g04344	0.01635	0.00723	0.00699	0.00313	2.33902	aAutosome	aAutosome	NON	4.23944	3.99225	1.061917465	0.086671641	-0.01635	-0.00699	-2.33902
MvSl-1064-A1-R4_MC02g04067	0	0.02247	0	0	0	MvSl-1064-A2-R4_MC02g04345	0.00414	0.00415	0.00004	0	103.242	aAutosome	aAutosome	NON	3.25532	3.36279	0.968041418	-0.04685932	-0.00414	-0.00004	-103.242
MvSl-1064-A1-R4_MC02g04068	0.00001	0	0	0	10000	MvSl-1064-A2-R4_MC02g04346	0.00134	0.00078	0.00513	0.00258	0.261203	aAutosome	aAutosome	NON	7.76079	7.69746	1.008227389	0.011821052	-0.00133	-0.00513	9999.738797
MvSl-1064-A1-R4_MC02g04069	1.11771	0.67105	4.38629	4.28268	0.254819	MvSl-1064-A2-R4_MC02g04347	0.02247	0.01141	0.00023	0.00021	97.6532	aAutosome	aAutosome	NON	7.35361	7.33738	1.002211961	0.003187661	1.09524	4.38606	-97.398381
MvSl-1064-A1-R4_MC02g04070	0.3508	0.13519	81.03383	280.44404	0.00432906	MvSl-1064-A2-R4_MC02g04348	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.39321	5.03424	1.071305699	0.099370214	0.3508	81.03382	0.00432906
MvSl-1064-A1-R4_MC02g04071	1.24488	0.4033	1.61894	0.50792	0.768948	MvSl-1064-A2-R4_MC02g04349	0.00365	0.0026	0.00459	0.00468	0.79519	aAutosome	aAutosome	NON	4.86884	4.79099	1.016249251	0.023254289	1.24123	1.61435	-0.026242
MvSl-1064-A1-R4_MC02g04075	1.08524	0.56116	7.7325	12.63612	0.140348	MvSl-1064-A2-R4_MC02g04353	0.00247	0	0.0064	0	0.385931	aAutosome	aAutosome	NON	7.25151	7.05751	1.027488448	0.039122175	1.08277	7.7261	-0.245583
MvSl-1064-A1-R4_MC02g04077	0.81714	0.16347	61.68368	0	0.0132473	MvSl-1064-A2-R4_MC02g04355	0.7177	0.09311	53.39622	78.64385	0.013441	aAutosome	aAutosome	NON	3.00405	3.16563	0.948958027	-0.075583817	0.09944	8.28746	-0.0001937
MvSl-1064-A1-R4_MC02g04080	13.54689	53.13764	33.30671	133.38101	0.406732	MvSl-1064-A2-R4_MC02g04358	0.00499	0.00134	0.02443	0.00484	0.204256	aAutosome	aAutosome	NON	0.428665	0.677146	0.63304664	-0.6596163	13.5419	33.28228	0.202476
MvSl-1064-A1-R4_MC02g04083	0.48636	0.24286	4.42983	4.89567	0.109792	MvSl-1064-A2-R4_MC02g04361	0.00094	0.00094	0.003	0.003	0.313323	aAutosome	aAutosome	NON	6.30797	6.29634	1.001847105	0.002662351	0.48542	4.42683	-0.203531
MvSl-1064-A1-R4_MC02g04084	1.53655	0.87846	48.25812	141.24535	0.0318402	MvSl-1064-A2-R4_MC02g04362	0.00288	0.00204	0.03374	0.01084	0.0853584	aAutosome	aAutosome	NON	6.50282	6.5472	0.99322153	-0.00981256	1.53367	48.22438	-0.0535182
MvSl-1064-A1-R4_MC02g04085	1.1208	0.40405	10.8986	22.06481	0.102839	MvSl-1064-A2-R4_MC02g04363	0.00103	0.00073	0.0065	0.00326	0.158459	aAutosome	aAutosome	NON	7.76277	7.83037	0.991366947	-0.012508936	1.11977	10.8921	-0.05562
MvSl-1064-A1-R4_MC02g04086	0.99596	0.27191	1.74176	1.09214	0.571812	MvSl-1064-A2-R4_MC02g04364	0	0	0.00353	0	0	aAutosome	aAutosome	NON	7.27108	7.07268	1.028051601	0.03991268	0.99596	1.73823	0.571812
MvSl-1064-A1-R4_MC02g04087	0.84781	0.43111	49.0278	70.21648	0.0172924	MvSl-1064-A2-R4_MC02g04365	0.00577	0.00205	0.01217	0.00433	0.474113	aAutosome	aAutosome	NON	4.35071	4.37809	0.993746131	-0.009050756	0.84204	49.01563	-0.4568206
MvSl-1064-A1-R4_MC02g04088	17.31489	0	11.44768	0	1.51252	MvSl-1064-A2-R4_MC02g04366	0.00217	0.00217	0.00002	0	107.96	aAutosome	aAutosome	NON	4.44559	4.40538	1.009127476	0.013108431	17.31272	11.44766	-106.44748
MvSl-1064-A1-R4_MC02g04089	1.24207	0.59285	2.63778	2.97179	0.470877	MvSl-1064-A2-R4_MC02g04367	0	0.0019	0.00001	0.0034	0	aAutosome	aAutosome	NON	5.77506	5.78229	0.99874963	-0.001805031	1.24207	2.63777	0.470877
MvSl-1064-A1-R4_MC02g04090	2.61044	1.35131	2.36105	2.71951	1.10563	MvSl-1064-A2-R4_MC02g04368	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.40678	7.45259	0.993853144	-0.008895407	2.61044	2.36104	1.10563
MvSl-1064-A1-R4_MC02g04091	0.28389	0.22749	0.00287	0.02258	98.9163	MvSl-1064-A2-R4_MC02g04369	0.00083	0.00059	0.00001	0.00001	82.1782	aAutosome	aAutosome	NON	6.83404	6.88138	0.993120566	-0.009959222	0.28306	0.00286	16.7381
MvSl-1064-A1-R4_MC02g04092	7.56048	3.52269	0.65218	0.50127	11.5926	MvSl-1064-A2-R4_MC02g04370	0	0	0.00001	0.00392	0	aAutosome	aAutosome	NON	6.29358	6.79369	0.926386102	-0.110314485	7.56048	0.65217	11.5926
MvSl-1064-A1-R4_MC02g04095	1.71462	0.80372	106.82206	537.67841	0.0160512	MvSl-1064-A2-R4_MC02g04373	0	0.00673	0.00001	0.01378	0	aAutosome	aAutosome	NON	5.49426	5.52884	0.993745523	-0.009051638	1.71462	106.82205	0.0160512
MvSl-1064-A1-R4_MC02g04096	0.76933	0.30713	75.53276	106.81323	0.0101854	MvSl-1064-A2-R4_MC02g04374	0	0.00014	0.00001	0.0086	0	aAutosome	aAutosome	NON	7.58082	7.44144	1.018730246	0.026772084	0.76933	75.53275	0.0101854
MvSl-1064-A1-R4_MC02g04097	0.65075	0	28.04595	0	0.023203	MvSl-1064-A2-R4_MC02g04375	0.00404	0.00286	0.00004	0.00019	100.748	aAutosome	aAutosome	NON	5.31331	5.48643	0.968445784	-0.04625681	0.64671	28.04591	-100.724797
MvSl-1064-A1-R4_MC02g04098	0.02646	0.02703	0.00027	0.00215	97.9996	MvSl-1064-A2-R4_MC02g04376	0.00656	0.00513	0.01185	0.01407	0.553582	aAutosome	aAutosome	NON	4.06299	3.98118	1.020549184	0.029345713	0.0199	-0.01158	97.446018
MvSl-1064-A1-R4_MC02g04099	0.747	0.44735	195.95641	631.94492	0.00381207	MvSl-1064-A2-R4_MC02g04377	0.66716	0.08432	2.86186	1.60846	0.233121	aAutosome	aAutosome	NON	4.84106	5.01675	0.964979319	-0.051430071	0.07984	193.09455	-0.22930893
MvSl-1064-A1-R4_MC02g04101	26.89558	83.18724	2.25886	4.01645	11.9067	MvSl-1064-A2-R4_MC02g04379	0.00145	0.00144	0.00614	0.00434	0.236153	aAutosome	aAutosome	NON	3.01857	2.32098	1.300558385	0.379131166	26.89413	2.25272	11.670547
MvSl-1064-A1-R4_MC02g04102	1.10222	0.42566	66.64075	176.51883	0.0165397	MvSl-1064-A2-R4_MC02g04380	0	0.00296	0.00001	0.0056	0	aAutosome	aAutosome	NON	5.3328	5.5933	0.953426421	-0.06880649	1.10222	66.64074	0.0165397
MvSl-1064-A1-R4_MC02g04103	18.36872	88.92701	13.58873	75.20262	1.35176	MvSl-1064-A2-R4_MC02g04381	0.00386	0.00388	0.02293	0.0164	0.168338	aAutosome	aAutosome	NON	7.9674	7.79815	1.021703866	0.030977101	18.36486	13.5658	1.183422
MvSl-1064-A1-R4_MC02g04104	2.56979	4.30176	98.58662	199.89481	0.0260663	MvSl-1064-A2-R4_MC02g04382	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.31471	5.35937	0.991666931	-0.012072448	2.56979	98.58661	0.0260663
MvSl-1064-A1-R4_MC02g04105	0.03587	0.0371	5.38971	11.4958	0.00665527	MvSl-1064-A2-R4_MC02g04383	0.0058	0.00581	0.00006	0	96.5058	aAutosome	aAutosome	NON	5.2306	5.15121	1.015411913	0.022065091	0.03007	5.38965	-96.49914473
MvSl-1064-A1-R4_MC02g04106	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04384	0	0.0002	0.00002	0.00079	0	aAutosome	aAutosome	NON	4.72599	5.00517	0.944221675	-0.082802494	0	-0.00001	0
MvSl-1064-A1-R4_MC02g04107	1.70799	0.45193	0.38438	0.25033	4.44349	MvSl-1064-A2-R4_MC02g04385	0.00169	0.00169	0.00002	0.00008	84.0796	aAutosome	aAutosome	NON	5.32368	5.09235	1.045426964	0.064092275	1.7063	0.38436	-79.63611
MvSl-1064-A1-R4_MC02g04108	0.86491	0.91091	0.09389	0.38258	9.21195	MvSl-1064-A2-R4_MC02g04386	0.00224	0.00157	0.00002	0	111.443	aAutosome	aAutosome	NON	5.51068	5.95175	0.925892385	-0.111083574	0.86267	0.09387	-102.23105
MvSl-1064-A1-R4_MC02g04109	0.00006	0	0.05799	0.0112	0.00103466	MvSl-1064-A2-R4_MC02g04387	0.00447	0.00448	0.0088	0.00883	0.507949	aAutosome	aAutosome	Down	3.11149	4.36882	0.712203753	-0.489638057	-0.00441	0.04919	-0.50691434
MvSl-1064-A1-R4_MC02g04110	0.02543	0.02598	0.00026	0.00383	97.8073	MvSl-1064-A2-R4_MC02g04388	0.00146	0.00104	0.00001	0.00006	144.554	aAutosome	aAutosome	NON	5.16111	5.05647	1.020694279	0.029550811	0.02397	0.00025	-46.7467
MvSl-1064-A1-R4_MC02g04111	1.11259	0.53405	3.09646	4.13942	0.35931	MvSl-1064-A2-R4_MC02g04389	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.3831	7.16712	1.030134838	0.042833189	1.11259	3.09645	0.35931
MvSl-1064-A1-R4_MC02g04114	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04392	0	0	0.00001	0	0	aAutosome	aAutosome	NON	2.97025	2.19536	1.352967167	0.436126829	0	0	0
MvSl-1064-A1-R4_MC02g04115	0.72987	0.32813	1.68522	2.2029	0.433101	MvSl-1064-A2-R4_MC02g04393	0.00001	0	0.01368	0.00065	0.000730989	aAutosome	aAutosome	NON	2.75319	2.4257	1.135008451	0.18270304	0.72986	1.67154	0.432370011
MvSl-1064-A1-R4_MC02g04116	0	0.00007	0.00001	0	0	MvSl-1064-A2-R4_MC02g04394	0.02354	0.00999	0.02409	0.01145	0.977165	aAutosome	aAutosome	NON	5.25805	5.31435	0.989406042	-0.015365385	-0.02354	-0.02408	-0.977165
MvSl-1064-A1-R4_MC02g04119	0.68766	0.41389	0.78173	0.75048	0.879664	MvSl-1064-A2-R4_MC02g04397	0.85796	0.12965	1.56038	0.59077	0.54984	aAutosome	aAutosome	NON	5.91511	6.4248	0.920668348	-0.119246547	-0.1703	-0.77865	0.329824
MvSl-1064-A1-R4_MC02g04120	1.23522	0.45635	15.4669	39.79435	0.0798622	MvSl-1064-A2-R4_MC02g04398	0	0	0.00002	0.01021	0	aAutosome	aAutosome	NON	5.7031	5.78396	0.986019959	-0.020311245	1.23522	15.46688	0.0798622
MvSl-1064-A1-R4_MC02g04121	0	0.0122	0.00001	0.03614	0	MvSl-1064-A2-R4_MC02g04399	0.00421	0.00424	0.01115	0.0113	0.377575	aAutosome	aAutosome	NON	5.62994	5.7102	0.98594445	-0.02042173	-0.00421	-0.01114	-0.377575
MvSl-1064-A1-R4_MC02g04122	0	0.00934	0.00001	0	0	MvSl-1064-A2-R4_MC02g04400	0.02903	0.01123	0.01017	0.00505	2.85445	aAutosome	aAutosome	NON	3.8486	3.73448	1.030558471	0.043426362	-0.02903	-0.01016	-2.85445
MvSl-1064-A1-R4_MC02g04123	0	0.00005	0.00002	0.00229	0	MvSl-1064-A2-R4_MC02g04401	0	0.00002	0.00298	0.00296	0	aAutosome	aAutosome	NON	2.86504	3.07064	0.933043274	-0.0999841	0	-0.00296	0
MvSl-1064-A1-R4_MC02g04124	0	0.02501	0	0.00025	0	MvSl-1064-A2-R4_MC02g04402	0.01131	0.00568	0.00924	0.00468	1.22401	aAutosome	aAutosome	NON	6.89562	6.72308	1.025663833	0.036557957	-0.01131	-0.00924	-1.22401
MvSl-1064-A1-R4_MC02g04125	0.00005	0	0.04876	0.00903	0.00102543	MvSl-1064-A2-R4_MC02g04403	0.00245	0.00175	0.00609	0.00434	0.402292	aAutosome	aAutosome	NON	3.46839	3.50756	0.988832693	-0.016201652	-0.0024	0.04267	-0.40126657
MvSl-1064-A1-R4_MC02g04126	0.10067	0.11653	0.68365	1.19334	0.147254	MvSl-1064-A2-R4_MC02g04404	0.03671	0.01133	0.04498	0.02303	0.816139	aAutosome	aAutosome	NON	6.83215	6.78421	1.007066409	0.010158822	0.06396	0.63867	-0.668885
MvSl-1064-A1-R4_MC02g04129	0.57657	0.22425	38.07096	75.61492	0.0151446	MvSl-1064-A2-R4_MC02g04407	0.00003	0	0.03287	0	0.000912684	aAutosome	aAutosome	NON	7.85621	7.86252	0.999197458	-0.001158288	0.57654	38.03809	0.014231916
MvSl-1064-A1-R4_MC02g04130	0.51391	0.26077	75.8602	215.09678	0.00677444	MvSl-1064-A2-R4_MC02g04408	0.00126	0.00127	0.00286	0.00288	0.440544	aAutosome	aAutosome	NON	7.35832	7.2192	1.019270833	0.027537445	0.51265	75.85734	-0.43376956
MvSl-1064-A1-R4_MC02g04131	11.01968	62.88361	6.15619	43.68397	1.79002	MvSl-1064-A2-R4_MC02g04409	0.0041	0.00291	0.00004	0.00018	102.244	aAutosome	aAutosome	NON	3.34209	4.26743	0.783162231	-0.352616904	11.01558	6.15615	-100.45398
MvSl-1064-A1-R4_MC02g04132	1.02016	0.49124	7.33038	30.11607	0.139169	MvSl-1064-A2-R4_MC02g04410	0.00003	0	0.02985	0.00393	0.00100502	aAutosome	aAutosome	NON	8.09511	8.51245	0.950972987	-0.072523734	1.02013	7.30053	0.13816398
MvSl-1064-A1-R4_MC02g04134	2.35875	1.37334	1.51469	2.04109	1.55725	MvSl-1064-A2-R4_MC02g04412	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.85971	7.00338	0.97948562	-0.029903783	2.35875	1.51468	1.55725
MvSl-1064-A1-R4_MC02g04135	0	0.02412	0	0.03246	0	MvSl-1064-A2-R4_MC02g04413	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.72266	4.37527	1.079398529	0.110227626	0	-0.00001	0
MvSl-1064-A1-R4_MC02g04136	0	0.00009	0.00001	0	0	MvSl-1064-A2-R4_MC02g04414	0.00511	0.00292	0.00363	0.00349	1.40767	aAutosome	aAutosome	NON	4.98496	4.50876	1.105616622	0.144851211	-0.00511	-0.00362	-1.40767
MvSl-1064-A1-R4_MC02g04139	1.86766	1.28878	0.85585	1.44248	2.18223	MvSl-1064-A2-R4_MC02g04417	0.00299	0.003	0.00003	0	99.3355	aAutosome	aAutosome	NON	7.42362	7.19155	1.032269817	0.045820114	1.86467	0.85582	-97.15327
MvSl-1064-A1-R4_MC02g04140	1.21792	0	0.94045	0.27128	1.29504	MvSl-1064-A2-R4_MC02g04418	0.00371	0.00125	0.00872	0.0029	0.425454	aAutosome	aAutosome	NON	7.24476	7.04252	1.028716993	0.040846142	1.21421	0.93173	0.869586
MvSl-1064-A1-R4_MC02g04141	23.2479	29.65553	2.62747	3.11073	8.84802	MvSl-1064-A2-R4_MC02g04419	0.00101	0.00071	0.00242	0.0017	0.417338	aAutosome	aAutosome	NON	7.1327	6.65804	1.071291251	0.099350757	23.24689	2.62505	8.430682
MvSl-1064-A1-R4_MC02g04144	1.36433	0.61342	21.53998	144.69562	0.0633394	MvSl-1064-A2-R4_MC02g04422	0.00116	0.00116	0.00311	0.0031	0.372978	aAutosome	aAutosome	NON	7.62838	7.60732	1.002768386	0.003988419	1.36317	21.53687	-0.3096386
MvSl-1064-A1-R4_MC02g04145	0.40881	0.1281	1.33597	0.75464	0.306002	MvSl-1064-A2-R4_MC02g04423	0.02897	0.01079	0.0106	0.00873	2.73299	aAutosome	aAutosome	NON	6.30942	6.21858	1.014607837	0.020922209	0.37984	1.32537	-2.426988
MvSl-1064-A1-R4_MC02g04146	0.19082	0.13045	6.83511	40.86871	0.0279176	MvSl-1064-A2-R4_MC02g04424	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.77802	6.36134	1.065501923	0.091533196	0.19082	6.8351	0.0279176
MvSl-1064-A1-R4_MC02g04148	6.9294	10.61473	1.56269	1.0065	4.43428	MvSl-1064-A2-R4_MC02g04426	0.00002	0	0.0162	0.00089	0.00123456	aAutosome	aAutosome	NON	5.7625	5.82465	0.989329831	-0.015476516	6.92938	1.54649	4.43304544
MvSl-1064-A1-R4_MC02g04149	1.91101	1.01286	1.23391	0.90367	1.54874	MvSl-1064-A2-R4_MC02g04427	0.7505	0.10867	3.02465	1.77715	0.248128	aAutosome	aAutosome	NON	6.47861	6.54552	0.989777741	-0.014823497	1.16051	-1.79074	1.300612
MvSl-1064-A1-R4_MC02g04150	0.9135	0.27664	1.5631	0.87503	0.584416	MvSl-1064-A2-R4_MC02g04428	0	0	0.00462	0	0	aAutosome	aAutosome	NON	7.26274	7.12733	1.018998699	0.02715221	0.9135	1.55848	0.584416
MvSl-1064-A1-R4_MC02g04151	0	0.00018	0.00001	0	0	MvSl-1064-A2-R4_MC02g04429	0.00462	0.00463	0.01267	0.01272	0.364638	aAutosome	aAutosome	NON	6.33116	5.78725	1.093984189	0.129591888	-0.00462	-0.01266	-0.364638
MvSl-1064-A1-R4_MC02g04152	20.99917	31.13949	1.87897	2.41492	11.1759	MvSl-1064-A2-R4_MC02g04430	0.00168	0.00168	0.00002	0.00005	83.5821	aAutosome	aAutosome	NON	9.7896	10.0049	0.978480545	-0.031384929	20.99749	1.87895	-72.4062
MvSl-1064-A1-R4_MC02g04153	0.96654	0.61522	0.95864	1.0446	1.00824	MvSl-1064-A2-R4_MC02g04431	0.00194	0.00194	0.00002	0.00006	96.5174	aAutosome	aAutosome	NON	6.77341	6.79825	0.996346118	-0.005281091	0.9646	0.95862	-95.50916
