genea1	dN	dNse	dS	dSse	dNdS	chr	chrom	DE	expmean	haploid
MvSl-1064-A2-R4_MC12g11201	0.00288	0.00168	0.00427	0.00307	0.674457	aAutosome	aAutosome	NON	3.73768	A2
MvSl-1064-A2-R4_MC09g09576	0.00608	0.00361	0.00902	0.00577	0.67405	aAutosome	aAutosome	NON	5.73405	A2
MvSl-1064-A1-R4_MC01-1g02100	0.69649	0.30334	1.03347	0.84998	0.673933	aAutosome	aAutosome	NON	5.83723	A1
MvSl-1064-A2-R4_MC05g06598	0.00405	0.00409	0.00602	0.00609	0.672746	aAutosome	aAutosome	NON	6.44502	A2
MvSl-1064-A2-R4_MC02g03966	0.10478	0.03103	0.15577	0.06676	0.672658	aAutosome	aAutosome	NON	7.82152	A2
MvSl-1064-A2-R4_MC07g08117	0.00378	0.00189	0.00562	0.004	0.672586	aAutosome	aAutosome	NON	7.40662	A2
MvSl-1064-A2-R4_MC01g03417	0.00589	0.00371	0.00876	0.00672	0.672367	aAutosome	aAutosome	NON	6.03259	A2
MvSl-1064-A1-R4_MC07g07826	0.81096	0.35788	1.20615	1.0116	0.672354	aAutosome	aAutosome	NON	7.45319	A1
MvSl-1064-A2-R4_MC09g09830	0.00443	0.00256	0.00659	0.00467	0.67222	aAutosome	aAutosome	NON	5.49162	A2
MvSl-1064-A2-R4_MC08-2g09130	0.00371	0.0014	0.00552	0.00277	0.672089	aAutosome	aAutosome	NON	6.51946	A2
MvSl-1064-A2-R4_MC15g12264	0.00207	0.001	0.00308	0.00164	0.672056	aAutosome	aAutosome	NON	9.01389	A2
MvSl-1064-A2-R4_MC04-1g06215	0.01225	0.00771	0.01825	0.01387	0.671229	aAutosome	aAutosome	NON	5.93158	A2
MvSl-1064-A2-R4_MC07g08458	0.26451	0.05185	0.39534	0.12962	0.669069	aAutosome	aAutosome	NON	5.1041	A2
MvSl-1064-A2-R4_MC01g02947	0.00299	0.00212	0.00447	0.00449	0.668889	aAutosome	aAutosome	NON	8.68598	A2
MvSl-1064-A2-R4_MC01g02007	0.00301	0.00151	0.0045	0.00261	0.668874	aAutosome	aAutosome	NON	6.74957	A2
MvSl-1064-A2-R4_MC01g02024	0.79915	0.09622	1.19477	0.30783	0.668873	aAutosome	aAutosome	NON	6.23009	A2
MvSl-1064-A1-R4_MC12g11020	0.89822	0.38013	1.34357	1.21675	0.668532	aAutosome	aAutosome	Down	6.19651	A1
MvSl-1064-A1-R4_MC13g11406	0.72482	0	1.08446	0.3285	0.66837	aAutosome	aAutosome	NON	3.8763	A1
MvSl-1064-A2-R4_MC09g09689	0.75018	0.12831	1.12289	0.34024	0.66808	aAutosome	aAutosome	NON	4.09618	A2
MvSl-1064-A2-R4_MC03g05156	0.01249	0.00316	0.01871	0.00601	0.667554	aAutosome	aAutosome	NON	1.13534	A2
MvSl-1064-A2-R4_MC04-1g05993	0.0013	0.00065	0.00195	0.00137	0.666632	aAutosome	aAutosome	NON	5.77777	A2
MvSl-1064-A1-R4_MC12g10970	0.53087	0.2411	0.79654	0.54311	0.66647	aAutosome	aAutosome	NON	4.31813	A1
MvSl-1064-A2-R4_MC17g12477	0.00605	0.00352	0.00911	0.00652	0.664098	aAutosome	aAutosome	NON	7.23348	A2
MvSl-1064-A2-R4_MC04-1g05859	0.0133	0.00618	0.02004	0.01035	0.663669	aAutosome	aAutosome	NON	2.17007	A2
MvSl-1064-A1-R4_MC04-1g05472	1.40107	0.58453	2.1122	1.32562	0.663323	aAutosome	aAutosome	NON	4.51634	A1
MvSl-1064-A1-R4_MC08g08721	0.64458	0.28493	0.97259	1.1013	0.662746	aAutosome	aAutosome	NON	5.33718	A1
MvSl-1064-A2-R4_MC01g02514	0.01895	0.00726	0.02861	0.01135	0.662354	aAutosome	aAutosome	NON	1.03989	A2
MvSl-1064-A2-R4_MC01g02631	0.00714	0.00265	0.01078	0.00422	0.662332	aAutosome	aAutosome	NON	7.81667	A2
MvSl-1064-A2-R4_MC09g09461	0.00634	0.00368	0.00958	0.00983	0.661788	aAutosome	aAutosome	NON	3.38114	A2
MvSl-1064-A1-R4_MC12g11200	1.34746	0.16673	2.03783	1.98996	0.661223	aAutosome	aAutosome	NON	7.59626	A1
MvSl-1064-A1-R4_MC03g04856	1.21123	0.5184	1.83257	1.78841	0.660946	aAutosome	aAutosome	NON	7.75285	A1
MvSl-1064-A1-R4_MC02g03472	0.92914	0.31476	1.40664	0.92729	0.660539	aAutosome	aAutosome	NON	4.77664	A1
MvSl-1064-A1-R4_MC02g03368	1.43335	1.61898	2.17041	1.56694	0.660405	aAutosome	aAutosome	NON	4.88494	A1
MvSl-1064-A1-R4_MC03g04896	1.43335	1.6199	2.17041	1.56629	0.660405	aAutosome	aAutosome	NON	6.0841	A1
MvSl-1064-A1-R4_MC01-1g02722	0.82624	0.40167	1.25127	0.83604	0.660321	aAutosome	aAutosome	NON	8.06384	A1
MvSl-1064-A2-R4_MC02g04484	0.00568	0.00329	0.00861	0.00499	0.65969	aAutosome	aAutosome	Down	1.86909	A2
MvSl-1064-A2-R4_MC05g06494	0.00728	0.00225	0.01104	0.00394	0.659414	aAutosome	aAutosome	NON	6.57081	A2
MvSl-1064-A2-R4_MC12g11392	0.24135	0.03276	0.36611	0.08763	0.659228	aAutosome	aAutosome	NON	5.39062	A2
MvSl-1064-A2-R4_MC02g03767	0.00715	0.00414	0.01086	0.00628	0.658373	aAutosome	aAutosome	NON	8.11483	A2
MvSl-1064-A2-R4_MC11g10959	0.00283	0.00163	0.0043	0.00429	0.658124	aAutosome	aAutosome	NON	10.3363	A2
MvSl-1064-A1-R4_MC01-2g03066	0.92042	0.42549	1.39859	0.97323	0.658106	aAutosome	aAutosome	NON	5.15022	A1
MvSl-1064-A2-R4_MC09g09537	0.00169	0.00098	0.00257	0.00181	0.657562	aAutosome	aAutosome	NON	4.80216	A2
MvSl-1064-A1-R4_MC05-2g06335	0.74843	0.26283	1.13928	0.76203	0.656932	aAutosome	aAutosome	NON	1.62829	A1
MvSl-1064-A1-R4_MC12g11232	0.56084	0.20687	0.85425	0.59264	0.656529	aAutosome	aAutosome	NON	7.20351	A1
MvSl-1064-A2-R4_MC03g05130	0.25224	0.04428	0.38448	0.1051	0.656055	aAutosome	aAutosome	NON	6.25878	A2
MvSl-1064-A2-R4_MC06-2g07747	0.53554	0.0658	0.81663	0.1609	0.655793	aAutosome	aAutosome	NON	6.9205	A2
MvSl-1064-A2-R4_MC14g12210	0.1434	0.03094	0.21868	0.07256	0.655752	aAutosome	aAutosome	NON	5.61415	A2
MvSl-1064-A2-R4_MC06-1g07187	0.00156	0.00065	0.00238	0.00101	0.655435	aAutosome	aAutosome	NON	7.19678	A2
MvSl-1064-A1-R4_MC07g08103	0.60206	0.31264	0.92009	1.05465	0.654349	aAutosome	aAutosome	NON	7.91703	A1
MvSl-1064-A2-R4_MC03g04951	0.00087	0.00065	0.00133	0.00147	0.654086	aAutosome	aAutosome	NON	8.91393	A2
MvSl-1064-A1-R4_MC07g08195	0.67416	0.32616	1.03276	1.10445	0.652775	aAutosome	aAutosome	NON	6.32879	A1
MvSl-1064-A1-R4_MC13g11529	1.02853	0.19898	1.57568	1.1577	0.652753	aAutosome	aAutosome	NON	7.28442	A1
MvSl-1064-A2-R4_MC02g03927	0.02823	0.01034	0.04329	0.01677	0.652112	aAutosome	aAutosome	NON	3.7851	A2
MvSl-1064-A2-R4_MC02g04334	0.07889	0.01909	0.12099	0.04121	0.652037	aAutosome	aAutosome	NON	6.54002	A2
MvSl-1064-A2-R4_MC02g03980	0.0067	0.00338	0.01028	0.00584	0.651745	aAutosome	aAutosome	NON	4.45158	A2
MvSl-1064-A2-R4_MC03g04598	0.00363	0.00364	0.00557	0.00559	0.651694	aAutosome	aAutosome	NON	4.66037	A2
MvSl-1064-A2-R4_MC07g08235	0.56769	0.12082	0.87131	0.32505	0.651536	aAutosome	aAutosome	NON	10.2667	A2
MvSl-1064-A1-R4_MC04-1g05275	0.52161	0.26289	0.80097	0.53683	0.651223	aAutosome	aAutosome	NON	4.13805	A1
MvSl-1064-A1-R4_MC04-1g05289	0.52161	0.26324	0.80097	0.53775	0.651223	aAutosome	aAutosome	NON	3.55507	A1
MvSl-1064-A1-R4_MC01-1g01891	0.84204	0.40958	1.29336	0.85811	0.651048	aAutosome	aAutosome	NON	2.71745	A1
MvSl-1064-A2-R4_MC03g05072	0.72455	0.12337	1.11339	0.3598	0.65076	aAutosome	aAutosome	NON	7.21018	A2
MvSl-1064-A2-R4_MC05g06709	0.0045	0.00258	0.00692	0.00397	0.65028	aAutosome	aAutosome	NON	5.39816	A2
MvSl-1064-A2-R4_MC09g09732	0.0073	0.00306	0.01123	0.00528	0.650039	aAutosome	aAutosome	NON	4.41933	A2
MvSl-1064-A1-R4_MC11g10468	0.69169	0.26813	1.06442	0.72743	0.649828	aAutosome	aAutosome	NON	6.60163	A1
MvSl-1064-A2-R4_MC10g09867	0.00489	0.00282	0.00753	0.00531	0.649394	aAutosome	aAutosome	NON	6.37845	A2
MvSl-1064-A2-R4_MC05g06500	0.00326	0.00137	0.00502	0.00227	0.649389	aAutosome	aAutosome	NON	6.91906	A2
MvSl-1064-A1-R4_MC07g07690	0.92814	0.35721	1.42951	1.28434	0.649271	aAutosome	aAutosome	NON	6.56946	A1
MvSl-1064-A2-R4_MC01g03070	0.00429	0.00105	0.00661	0.0017	0.649007	aAutosome	aAutosome	NON	6.24391	A2
MvSl-1064-A1-R4_MC07g08232	0.71454	0.2626	1.10286	0.96346	0.647897	aAutosome	aAutosome	NON	7.47068	A1
MvSl-1064-A1-R4_MC10-1g09703	1.32194	0.65564	2.0409	2.83362	0.647724	aAutosome	aAutosome	NON	6.48096	A1
MvSl-1064-A2-R4_MC01g03433	0.00275	0.00277	0.00425	0.00429	0.647044	aAutosome	aAutosome	NON	4.01445	A2
MvSl-1064-A2-R4_MC09g09367	0.0095	0.00426	0.01471	0.00659	0.645815	aAutosome	aAutosome	NON	4.68458	A2
MvSl-1064-A2-R4_MC14g12007	0.11968	0.03746	0.18536	0.07851	0.645662	aAutosome	aAutosome	NON	5.99217	A2
MvSl-1064-A2-R4_MC04-2g06285	0.00696	0.00311	0.01078	0.0062	0.645634	aAutosome	aAutosome	NON	3.12454	A2
MvSl-1064-A1-R4_MC03g04360	1.04677	0.4532	1.6219	1.45952	0.645397	aAutosome	aAutosome	NON	8.52892	A1
MvSl-1064-A1-R4_MC03g04570	0.07877	0.0472	0.12211	0.09189	0.645074	aAutosome	aAutosome	NON	7.35637	A1
MvSl-1064-A2-R4_MC01g02935	0.93795	0.18214	1.45522	0.69104	0.644542	aAutosome	aAutosome	NON	3.16612	A2
MvSl-1064-A1-R4_MC01-1g01846	0.90236	0.28556	1.40041	0.85337	0.644354	aAutosome	aAutosome	NON	7.75854	A1
MvSl-1064-A2-R4_A2g01807	0.00568	0.00173	0.00882	0.00364	0.643984	bPAR	bPAR	NON	6.29025	A2
MvSl-1064-A2-R4_MC12g11077	0.00718	0.00324	0.01115	0.00565	0.64394	aAutosome	aAutosome	NON	5.93296	A2
MvSl-1064-A2-R4_MC09g09201	0.00282	0.00196	0.00438	0.00424	0.643821	aAutosome	aAutosome	NON	4.7643	A2
MvSl-1064-A2-R4_MC03g04905	0.07608	0.03533	0.11832	0.09634	0.643001	aAutosome	aAutosome	NON	6.27106	A2
MvSl-1064-A2-R4_MC07g07822	0.09431	0.02213	0.1467	0.04848	0.642876	aAutosome	aAutosome	NON	5.83031	A2
MvSl-1064-A1-R4_MC10-1g09745	0.555	0.2975	0.86346	0.66989	0.642763	aAutosome	aAutosome	NON	6.58476	A1
MvSl-1064-A2-R4_MC06-2g07591	0.00269	0.00121	0.00419	0.00244	0.641989	aAutosome	aAutosome	NON	6.74221	A2
MvSl-1064-A2-R4_MC09g09487	0.00156	0.00111	0.00243	0.00245	0.641949	aAutosome	aAutosome	NON	4.64874	A2
MvSl-1064-A2-R4_MC08-1g08837	0.00798	0.00502	0.01245	0.00948	0.640959	aAutosome	aAutosome	NON	4.99889	A2
MvSl-1064-A2-R4_MC09g09224	0.00953	0.0056	0.01487	0.0085	0.640883	aAutosome	aAutosome	NON	4.54846	A2
MvSl-1064-A1-R4_MC05-3g06527	1.40316	0.57792	2.18981	1.99654	0.640768	aAutosome	aAutosome	NON	6.24539	A1
MvSl-1064-A1-R4_MC01-1g01783	0.87237	0.37745	1.36237	1.36477	0.640333	aAutosome	aAutosome	NON	-0.258542	A1
MvSl-1064-A1-R4_MC02g03513	1.26653	0.54612	1.97955	2.69751	0.639807	aAutosome	aAutosome	NON	5.22658	A1
MvSl-1064-A2-R4_MC04-1g06020	0.00442	0.00314	0.00691	0.007	0.639643	aAutosome	aAutosome	NON	5.59234	A2
MvSl-1064-A2-R4_MC09g09592	0.0017	0.00121	0.00266	0.0027	0.639074	aAutosome	aAutosome	NON	7.27516	A2
MvSl-1064-A2-R4_MC01g02208	0.00191	0.00109	0.00299	0.00208	0.638775	aAutosome	aAutosome	NON	5.5055	A2
MvSl-1064-A1-R4_MC02g03617	0.97681	0	1.52988	0	0.638488	aAutosome	aAutosome	Down	4.76733	A1
MvSl-1064-A2-R4_MC08-1g08644	0.91536	0.13439	1.43385	0.41762	0.638393	aAutosome	aAutosome	NON	5.91879	A2
MvSl-1064-A2-R4_MC10g10259	0.00149	0.00151	0.00234	0.00237	0.636725	aAutosome	aAutosome	NON	3.97953	A2
MvSl-1064-A2-R4_MC04-1g05744	0.00536	0.00539	0.00842	0.00849	0.636572	aAutosome	aAutosome	NON	3.53657	A2
MvSl-1064-A2-R4_MC03g05336	0.00119	0.00065	0.00187	0.00085	0.63633	aAutosome	aAutosome	NON	8.12594	A2
MvSl-1064-A2-R4_A2g00049	0.0078	0.0023	0.01226	0.00364	0.63621	bPAR	bPAR	NON	5.32019	A2
MvSl-1064-A2-R4_MC02g04464	0.0184	0.00586	0.02893	0.00934	0.636016	aAutosome	aAutosome	NON	6.12471	A2
MvSl-1064-A2-R4_MC01g02920	0.16337	0.02554	0.2569	0.06697	0.635928	aAutosome	aAutosome	NON	5.05333	A2
MvSl-1064-A2-R4_MC05g06893	0.00129	0.00091	0.00203	0.00201	0.635437	aAutosome	aAutosome	NON	6.03784	A2
MvSl-1064-A2-R4_MC05g06917	0.00129	0.00093	0.00203	0.0015	0.635437	aAutosome	aAutosome	NON	6.36338	A2
MvSl-1064-A2-R4_MC03g04871	0.00712	0.00165	0.01121	0.00322	0.635142	aAutosome	aAutosome	NON	7.3256	A2
MvSl-1064-A2-R4_MC11g10926	0.00555	0.00198	0.00874	0.00323	0.635004	aAutosome	aAutosome	NON	6.80601	A2
MvSl-1064-A2-R4_MC06-2g07625	0.00777	0.00389	0.01224	0.00708	0.634799	aAutosome	aAutosome	NON	5.89343	A2
MvSl-1064-A2-R4_MC05g06855	0.00554	0.00241	0.00873	0.00569	0.634586	aAutosome	aAutosome	NON	6.99555	A2
MvSl-1064-A2-R4_MC14g12193	0.00328	0.00128	0.00517	0.00242	0.634417	aAutosome	aAutosome	NON	4.36778	A2
MvSl-1064-A2-R4_MC03g05045	0.00417	0.00245	0.00658	0.00403	0.633729	aAutosome	aAutosome	NON	6.41437	A2
MvSl-1064-A2-R4_MC03g04579	0.00505	0.00255	0.00797	0.00577	0.633618	aAutosome	aAutosome	NON	5.95225	A2
MvSl-1064-A1-R4_MC08g08861	1.1031	0.38227	1.74136	1.19982	0.63347	aAutosome	aAutosome	NON	6.49906	A1
MvSl-1064-A1-R4_MC08g08683	0.15097	0.07667	0.23848	0.1604	0.633051	aAutosome	aAutosome	NON	4.67944	A1
MvSl-1064-A1-R4_MC04-1g05325	1.09918	1.03359	1.73818	11.60745	0.632374	aAutosome	aAutosome	NON	3.83605	A1
MvSl-1064-A2-R4_MC02g04284	0.49552	0.06285	0.78433	0.16828	0.631775	aAutosome	aAutosome	NON	5.48242	A2
MvSl-1064-A2-R4_MC03g04750	0.00752	0.00535	0.01192	0.01203	0.630867	aAutosome	aAutosome	NON	5.47129	A2
MvSl-1064-A2-R4_MC04-2g06294	0.00294	0.0013	0.00467	0.00204	0.629537	aAutosome	aAutosome	NON	6.21014	A2
MvSl-1064-A2-R4_MC01g02942	0.00942	0.00316	0.01497	0.00501	0.629254	aAutosome	aAutosome	NON	5.54538	A2
MvSl-1064-A2-R4_A2g01580	0.0031	0.00157	0.00493	0.00303	0.62879	faBlack	NRR	NON	6.67906	A2
MvSl-1064-A2-R4_MC01g03412	0.79097	0.09173	1.2605	0.28159	0.627505	aAutosome	aAutosome	NON	7.60689	A2
MvSl-1064-A2-R4_MC08-1g08967	0.01009	0.00454	0.01608	0.00938	0.627484	aAutosome	aAutosome	NON	4.68589	A2
MvSl-1064-A2-R4_MC08-1g08695	0.08566	0.02952	0.13652	0.06756	0.627453	aAutosome	aAutosome	NON	6.35329	A2
MvSl-1064-A2-R4_MC13g11769	0.00345	0.00172	0.0055	0.00388	0.627261	aAutosome	aAutosome	NON	5.18787	A2
MvSl-1064-A2-R4_MC12g11143	0.02229	0.00847	0.0356	0.01369	0.626122	aAutosome	aAutosome	NON	6.31246	A2
MvSl-1064-A2-R4_MC08-1g08754	0.69235	0.11725	1.10581	0.40305	0.626102	aAutosome	aAutosome	NON	4.83134	A2
MvSl-1064-A1-R4_MC11g10380	0.60737	0.23076	0.97051	0.56617	0.625826	aAutosome	aAutosome	NON	6.93687	A1
MvSl-1064-A2-R4_MC14g12151	0.01485	0.0055	0.02373	0.00721	0.625788	aAutosome	aAutosome	NON	8.42482	A2
MvSl-1064-A2-R4_MC02g04278	0.39921	0.0529	0.64145	0.15119	0.622356	aAutosome	aAutosome	NON	2.68597	A2
MvSl-1064-A2-R4_MC14g12030	0.00202	0.00142	0.00325	0.00323	0.621519	aAutosome	aAutosome	NON	7.20395	A2
MvSl-1064-A1-R4_MC05-2g06385	0.91219	0.29566	1.46783	1.09465	0.621455	aAutosome	aAutosome	NON	8.51732	A1
MvSl-1064-A2-R4_MC08-1g09004	0.08929	0.01639	0.14381	0.03581	0.620888	aAutosome	aAutosome	NON	4.55108	A2
MvSl-1064-A2-R4_MC05g06843	0.00776	0.00214	0.01251	0	0.620299	aAutosome	aAutosome	NON	4.88908	A2
MvSl-1064-A2-R4_MC04-1g06107	0.00874	0.00623	0.01409	0.0143	0.620294	aAutosome	aAutosome	NON	4.692	A2
MvSl-1064-A2-R4_MC01g02487	0.00248	0.00175	0.004	0.004	0.619985	aAutosome	aAutosome	NON	8.24608	A2
MvSl-1064-A2-R4_MC02g03884	0.00117	0.00058	0.00189	0.0013	0.619015	aAutosome	aAutosome	Down	8.15101	A2
MvSl-1064-A1-R4_MC06g07338	0.84836	0.17468	1.37058	0.89198	0.618979	aAutosome	aAutosome	NON	6.06422	A1
MvSl-1064-A1-R4_MC08g08461	1.09533	0.37892	1.77307	1.30744	0.617759	aAutosome	aAutosome	NON	7.50481	A1
MvSl-1064-A1-R4_MC08g08543	0.72781	0.30354	1.17844	1.06972	0.617605	aAutosome	aAutosome	NON	3.48082	A1
MvSl-1064-A2-R4_MC12g11519	0.0055	0.00335	0.00891	0.00607	0.617277	aAutosome	aAutosome	NON	4.42361	A2
MvSl-1064-A2-R4_MC13g11926	0.002	0.00199	0.00324	0.00323	0.617265	aAutosome	aAutosome	NON	5.69978	A2
MvSl-1064-A2-R4_MC09g09553	0.00119	0.00084	0.00193	0.00192	0.616548	aAutosome	aAutosome	NON	6.52819	A2
MvSl-1064-A1-R4_MC04-1g05609	1.10617	0.44629	1.79502	2.26614	0.616244	aAutosome	aAutosome	NON	6.09937	A1
MvSl-1064-A1-R4_MC10-2g10014	0.6987	0.33034	1.13466	0.95289	0.615779	aAutosome	aAutosome	NON	4.30443	A1
MvSl-1064-A2-R4_MC02g03831	0.03808	0.01062	0.06188	0.02056	0.615384	aAutosome	aAutosome	NON	4.97116	A2
MvSl-1064-A2-R4_MC01g02940	0.00337	0.00243	0.00548	0.00382	0.614952	aAutosome	aAutosome	NON	2.81451	A2
MvSl-1064-A2-R4_MC05g06434	0.00174	0.00123	0.00283	0.00282	0.614819	aAutosome	aAutosome	NON	3.82941	A2
MvSl-1064-A2-R4_MC09g09663	0.01848	0.00493	0.03006	0.00889	0.614768	aAutosome	aAutosome	NON	6.92839	A2
MvSl-1064-A2-R4_MC10g10101	0.01311	0.00303	0.02135	0.0065	0.614049	aAutosome	aAutosome	NON	0.619324	A2
MvSl-1064-A2-R4_MC06-1g07196	0.01557	0.00637	0.02538	0.0104	0.613473	aAutosome	aAutosome	NON	4.37132	A2
MvSl-1064-A2-R4_MC04-1g05552	0.00641	0.00373	0.01045	0.00747	0.613391	aAutosome	aAutosome	NON	4.2731	A2
MvSl-1064-A2-R4_MC06-2g07655	0.0095	0.00459	0.01549	0.0081	0.613295	aAutosome	aAutosome	NON	6.07533	A2
MvSl-1064-A2-R4_MC10g10036	0.00401	0.00283	0.00654	0.00653	0.61314	aAutosome	aAutosome	NON	8.39694	A2
MvSl-1064-A2-R4_MC06-2g07800	0.00781	0.00555	0.01274	0.01287	0.613025	aAutosome	aAutosome	NON	3.30847	A2
MvSl-1064-A2-R4_MC04-1g06027	0.80463	0.09125	1.31293	0.28012	0.612851	aAutosome	aAutosome	NON	6.5806	A2
MvSl-1064-A2-R4_MC06-1g07242	0.05539	0.01253	0.0904	0.02712	0.612721	aAutosome	aAutosome	NON	7.49057	A2
MvSl-1064-A1-R4_MC01-1g02395	1.06822	0.58023	1.744	1.63221	0.612511	aAutosome	aAutosome	NON	6.75937	A1
MvSl-1064-A2-R4_MC12g11364	0.0049	0.0049	0.008	0.00801	0.612492	aAutosome	aAutosome	NON	1.92736	A2
MvSl-1064-A2-R4_MC01g02344	0.69363	0.10569	1.1336	0.35529	0.611882	aAutosome	aAutosome	NON	5.54431	A2
MvSl-1064-A2-R4_MC04-1g05728	1.07936	0.16127	1.76489	0.61667	0.611573	aAutosome	aAutosome	NON	5.44884	A2
MvSl-1064-A2-R4_MC12g11527	0.32243	0.04036	0.52768	0.09813	0.611033	aAutosome	aAutosome	NON	7.24994	A2
MvSl-1064-A2-R4_MC06-1g07229	0.00399	0.00399	0.00653	0.00654	0.611017	aAutosome	aAutosome	NON	6.1527	A2
MvSl-1064-A1-R4_MC05-3g06683	0.95549	0.38196	1.56382	1.07884	0.610997	aAutosome	aAutosome	NON	4.95096	A1
MvSl-1064-A2-R4_MC01g03411	0.00646	0.00459	0.01059	0.01074	0.610004	aAutosome	aAutosome	NON	3.15036	A2
MvSl-1064-A1-R4_MC03g05255	1.0919	0.55354	1.79015	0	0.609949	aAutosome	aAutosome	NON	6.40554	A1
MvSl-1064-A2-R4_MC04-1g05878	0.29833	0.0329	0.48945	0.08636	0.609521	aAutosome	aAutosome	NON	7.49649	A2
MvSl-1064-A2-R4_MC01g02849	0.19457	0.04212	0.31927	0.10324	0.609421	aAutosome	aAutosome	NON	3.09379	A2
MvSl-1064-A2-R4_MC09g09793	0.00497	0.00287	0.00816	0.00578	0.609061	aAutosome	aAutosome	NON	6.75435	A2
MvSl-1064-A2-R4_MC02g04248	0.00109	0.00078	0.00179	0.0018	0.608905	aAutosome	aAutosome	NON	5.27113	A2
MvSl-1064-A1-R4_MC03g04493	0.81044	0.25899	1.33632	1.21605	0.606472	aAutosome	aAutosome	NON	7.73326	A1
MvSl-1064-A1-R4_MC12g10768	0.95134	0.449	1.56879	1.52334	0.606416	aAutosome	aAutosome	NON	6.60738	A1
MvSl-1064-A2-R4_MC01g02956	0.00151	0.00107	0.00249	0.00176	0.606401	aAutosome	aAutosome	NON	6.56049	A2
MvSl-1064-A2-R4_C25g01886	0.02196	0.00651	0.03629	0.00956	0.605124	aAutosome	aAutosome	Up	0.460175	A2
MvSl-1064-A2-R4_MC12g11431	0.00156	0.00091	0.00258	0.00153	0.604628	aAutosome	aAutosome	NON	8.16526	A2
MvSl-1064-A1-R4_MC02g03570	0.8183	0.3276	1.35425	1.09538	0.604246	aAutosome	aAutosome	NON	1.14856	A1
MvSl-1064-A2-R4_MC12g11451	0.89834	0.11911	1.48781	0.39692	0.6038	aAutosome	aAutosome	NON	5.50063	A2
MvSl-1064-A2-R4_MC05g06851	0.00998	0.00578	0.01653	0.01176	0.603747	aAutosome	aAutosome	NON	5.6262	A2
MvSl-1064-A1-R4_MC06g06861	0.83076	0.3798	1.37611	0.85389	0.603702	aAutosome	aAutosome	NON	1.59878	A1
MvSl-1064-A1-R4_MC06g07016	1.11151	0.48935	1.84239	2.68863	0.603298	aAutosome	aAutosome	NON	6.60586	A1
MvSl-1064-A2-R4_MC01g03418	0.00862	0.00499	0.01429	0.00821	0.603215	aAutosome	aAutosome	NON	7.2138	A2
MvSl-1064-A2-R4_MC02g04116	0.00226	0.00227	0.00375	0.00376	0.602651	aAutosome	aAutosome	NON	4.94065	A2
MvSl-1064-A1-R4_MC15g12105	0.9742	0.47999	1.6166	3.90068	0.602623	aAutosome	aAutosome	NON	7.69455	A1
MvSl-1064-A2-R4_MC03g05157	0.00456	0.00187	0.00757	0.0038	0.60237	aAutosome	aAutosome	Down	0.951968	A2
MvSl-1064-A1-R4_MC05-3g06709	0.96181	0.48097	1.59674	1.26225	0.602359	aAutosome	aAutosome	NON	7.46271	A1
MvSl-1064-A2-R4_A2g01775	0.00361	0.00254	0.006	0.00598	0.601657	bPAR	bPAR	NON	7.31923	A2
MvSl-1064-A1-R4_MC04-1g05620	0.70949	0	1.18033	0.50957	0.601095	aAutosome	aAutosome	NON	5.00094	A1
MvSl-1064-A2-R4_MC12g11518	0.57106	0.09305	0.95058	0.28661	0.600749	aAutosome	aAutosome	NON	6.09754	A2
MvSl-1064-A1-R4_MC03g04476	0.69207	0.33351	1.15248	0.84853	0.600505	aAutosome	aAutosome	NON	4.79079	A1
MvSl-1064-A2-R4_MC04-1g05939	0.38436	0.0589	0.6401	0.15655	0.600469	aAutosome	aAutosome	NON	5.18394	A2
MvSl-1064-A2-R4_MC03g05239	0.64186	0.08611	1.0699	0.30767	0.599925	aAutosome	aAutosome	NON	5.58558	A2
MvSl-1064-A2-R4_MC04-1g05754	0.78308	0.10512	1.30988	0.35099	0.597826	aAutosome	aAutosome	NON	4.47591	A2
MvSl-1064-A1-R4_MC05-3g06769	0.94435	0.38851	1.57982	1.286	0.597758	aAutosome	aAutosome	NON	-0.411058	A1
MvSl-1064-A2-R4_MC01g02475	0.00981	0.00403	0.01644	0.00651	0.596712	aAutosome	aAutosome	NON	6.44887	A2
MvSl-1064-A1-R4_MC04-1g06055	1.26915	1.20432	2.12725	3.39044	0.596615	aAutosome	aAutosome	NON	8.51172	A1
MvSl-1064-A1-R4_MC04-1g05997	0.28147	0.17699	0.47189	0.61817	0.596474	aAutosome	aAutosome	NON	5.56617	A1
MvSl-1064-A2-R4_MC14g12037	0.00527	0.00373	0.00885	0.00889	0.595473	aAutosome	aAutosome	NON	6.8599	A2
MvSl-1064-A2-R4_MC05g06852	0.00789	0.00457	0.01325	0.00941	0.595467	aAutosome	aAutosome	NON	5.05604	A2
MvSl-1064-A2-R4_MC11g10651	0.00549	0.00318	0.00922	0.00654	0.595438	aAutosome	aAutosome	NON	5.41405	A2
MvSl-1064-A2-R4_MC01g02687	0.92902	0.13162	1.56082	0.57296	0.595213	aAutosome	aAutosome	NON	2.53017	A2
MvSl-1064-A1-R4_MC07g08216	1.02462	0.35522	1.7216	1.52375	0.595156	aAutosome	aAutosome	NON	8.50017	A1
MvSl-1064-A1-R4_MC01-2g02996	0.45495	0.26507	0.76527	0.64111	0.594496	aAutosome	aAutosome	NON	9.98326	A1
MvSl-1064-A2-R4_MC03g04726	0.00297	0.00132	0.005	0.00287	0.593988	aAutosome	aAutosome	NON	7.53046	A2
