genea1	dN	dNse	dS	dSse	dNdS	chr	chrom	DE	expmean	haploid
MvSl-1064-A1-R4_MC04-1g05333	0	0.03629	0	0.07599	0	aAutosome	aAutosome	NON	5.94158	A1
MvSl-1064-A1-R4_MC04-1g05334	2.73221	1.62526	51.83334	239.59911	0.0527114	aAutosome	aAutosome	NON	6.97429	A1
MvSl-1064-A1-R4_MC04-1g05336	1.03117	0.2893	72.78609	303.14462	0.0141671	aAutosome	aAutosome	NON	10.073	A1
MvSl-1064-A1-R4_MC04-1g05337	7.018	8.04954	0.96606	1.17106	7.26456	aAutosome	aAutosome	NON	5.80715	A1
MvSl-1064-A1-R4_MC04-1g05341	21.6715	85.01661	2.64138	7.5982	8.20461	aAutosome	aAutosome	NON	7.95773	A1
MvSl-1064-A1-R4_MC04-1g05342	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.63666	A1
MvSl-1064-A1-R4_MC04-1g05345	23.17489	40.02943	6.33893	12.18951	3.65596	aAutosome	aAutosome	NON	2.26856	A1
MvSl-1064-A1-R4_MC04-1g05346	1.3769	0.51559	57.10549	216.12044	0.0241115	aAutosome	aAutosome	NON	7.9231	A1
MvSl-1064-A1-R4_MC04-1g05347	1.382	0.56859	48.13718	140.27851	0.0287096	aAutosome	aAutosome	NON	4.44068	A1
MvSl-1064-A1-R4_MC04-1g05356	0.91706	0.62216	8.49932	49.58179	0.107898	aAutosome	aAutosome	NON	7.0359	A1
MvSl-1064-A1-R4_MC04-1g05359	1.5541	0.64964	2.10999	1.53088	0.736544	aAutosome	aAutosome	NON	4.69038	A1
MvSl-1064-A1-R4_MC04-1g05366	0	0	0	0	0	aAutosome	aAutosome	NON	4.69246	A1
MvSl-1064-A1-R4_MC04-1g05367	1.7194	0.84088	1.32692	0.73708	1.29578	aAutosome	aAutosome	NON	6.15178	A1
MvSl-1064-A1-R4_MC04-1g05369	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.52845	A1
MvSl-1064-A1-R4_MC04-1g05372	0.00001	0	0	0	10000	aAutosome	aAutosome	NON	6.59863	A1
MvSl-1064-A1-R4_MC04-1g05373	2.62181	4.19211	2.89615	5.4531	0.905274	aAutosome	aAutosome	Up	6.50934	A1
MvSl-1064-A1-R4_MC04-1g05375	0.66194	0.26969	67.29746	233.49317	0.00983603	aAutosome	aAutosome	NON	0.0498549	A1
MvSl-1064-A1-R4_MC04-1g05378	0.62804	0.31032	3.24918	3.40165	0.193292	aAutosome	aAutosome	NON	4.80378	A1
MvSl-1064-A1-R4_MC04-1g05380	16.70841	0	16.52596	0	1.01104	aAutosome	aAutosome	NON	3.2724	A1
MvSl-1064-A1-R4_MC04-1g05428	1.72924	0.71505	69.76871	340.09562	0.0247853	aAutosome	aAutosome	NON	1.62131	A1
MvSl-1064-A1-R4_MC04-1g05438	1.02826	0.50664	55.52661	182.79808	0.0185183	aAutosome	aAutosome	NON	7.29315	A1
MvSl-1064-A1-R4_MC04-1g05439	0	0	0.00001	0	0	aAutosome	aAutosome	NON	3.89204	A1
MvSl-1064-A1-R4_MC04-1g05440	1.05349	0.4858	0.82569	0.60649	1.27589	aAutosome	aAutosome	NON	5.91296	A1
MvSl-1064-A1-R4_MC04-1g05441	0.00001	0	0	0	10000	aAutosome	aAutosome	Up	7.71173	A1
MvSl-1064-A1-R4_MC04-1g05444	0	0	0	0.0002	0	aAutosome	aAutosome	NON	1.69763	A1
MvSl-1064-A1-R4_MC04-1g05451	10.44423	0	2.27743	3.00365	4.58597	aAutosome	aAutosome	NON	5.74971	A1
MvSl-1064-A1-R4_MC04-1g05452	1.57296	0.73954	1.28347	1.1953	1.22555	aAutosome	aAutosome	NON	3.84789	A1
MvSl-1064-A1-R4_MC04-1g05453	1.07929	0.72769	1.93604	2.68472	0.557473	aAutosome	aAutosome	NON	7.95363	A1
MvSl-1064-A1-R4_MC04-1g05454	1.09237	0.45118	92.27693	195.49129	0.011838	aAutosome	aAutosome	NON	5.67352	A1
MvSl-1064-A1-R4_MC04-1g05458	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.35045	A1
MvSl-1064-A1-R4_MC04-1g05459	20.18239	31.73645	9.99307	29.21807	2.01964	aAutosome	aAutosome	NON	5.34926	A1
MvSl-1064-A1-R4_MC04-1g05460	1.14617	0.45614	2.20035	0	0.520903	aAutosome	aAutosome	NON	6.58955	A1
MvSl-1064-A1-R4_MC04-1g05462	0	0.0126	0.00001	0.02788	0	aAutosome	aAutosome	NON	0.48908	A1
MvSl-1064-A1-R4_MC04-1g05463	0.43884	0.1705	0.5603	0.44764	0.783223	aAutosome	aAutosome	NON	8.86566	A1
MvSl-1064-A1-R4_MC04-1g05464	2.52468	3.61469	69.5314	146.57991	0.0363099	aAutosome	aAutosome	NON	6.80712	A1
MvSl-1064-A1-R4_MC04-1g05465	0.88735	0.37725	3.24668	6.2875	0.27331	aAutosome	aAutosome	NON	4.6831	A1
MvSl-1064-A1-R4_MC04-1g05467	2.06262	1.19628	1.45533	1.4599	1.41729	aAutosome	aAutosome	NON	3.75545	A1
MvSl-1064-A1-R4_MC04-1g05468	22.06882	44.66086	1.43333	1.36906	15.3969	aAutosome	aAutosome	NON	2.56855	A1
MvSl-1064-A1-R4_MC04-1g05471	1.26233	0.53265	56.30108	238.56131	0.0224211	aAutosome	aAutosome	NON	2.73094	A1
MvSl-1064-A1-R4_MC04-1g05472	1.40107	0.58453	2.1122	1.32562	0.663323	aAutosome	aAutosome	NON	4.51634	A1
MvSl-1064-A1-R4_MC04-1g05473	0	0.01027	0.00001	0.0501	0	aAutosome	aAutosome	NON	6.11396	A1
MvSl-1064-A1-R4_MC04-1g05474	16.77696	0	16.30222	0	1.02912	aAutosome	aAutosome	NON	8.92474	A1
MvSl-1064-A1-R4_MC04-1g05475	1.70407	0.91911	2.36713	2.85679	0.719889	aAutosome	aAutosome	NON	3.09682	A1
MvSl-1064-A1-R4_MC04-1g05476	2.12515	0.86596	40.53781	131.38326	0.0524239	aAutosome	aAutosome	NON	9.35745	A1
MvSl-1064-A1-R4_MC04-1g05477	2.53272	2.95946	3.92857	4.27471	0.644693	aAutosome	aAutosome	NON	4.40451	A1
MvSl-1064-A1-R4_MC04-1g05478	1.50905	0.83815	93.77238	271.74512	0.0160927	aAutosome	aAutosome	NON	5.97068	A1
MvSl-1064-A1-R4_MC04-1g05479	0	0.0001	0.00002	0.01	0	aAutosome	aAutosome	NON	8.16057	A1
MvSl-1064-A1-R4_MC04-1g05480	7.13727	17.22186	30.34418	0	0.235211	aAutosome	aAutosome	NON	8.20512	A1
MvSl-1064-A1-R4_MC04-1g05481	2.86523	0	50.30001	501.39241	0.0569628	aAutosome	aAutosome	NON	6.7645	A1
MvSl-1064-A1-R4_MC04-1g05486	0	0.00055	0.00002	0.00337	0	aAutosome	aAutosome	NON	5.05302	A1
MvSl-1064-A1-R4_MC04-1g05487	0.79849	0.28681	2.41437	3.12884	0.330724	aAutosome	aAutosome	NON	7.62372	A1
MvSl-1064-A1-R4_MC04-1g05488	0	0.31165	0	0.6044	0	aAutosome	aAutosome	NON	5.87706	A1
MvSl-1064-A1-R4_MC04-1g05489	1.05117	0.37185	56.88204	162.09615	0.0184798	aAutosome	aAutosome	NON	6.25148	A1
MvSl-1064-A1-R4_MC04-1g05490	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.84853	A1
MvSl-1064-A1-R4_MC04-1g05491	0.00001	0	0	0.00019	10000	aAutosome	aAutosome	NON	4.88664	A1
MvSl-1064-A1-R4_MC04-1g05492	0.10051	0.09313	0.00102	0.02294	98.5391	aAutosome	aAutosome	NON	5.46463	A1
MvSl-1064-A1-R4_MC04-1g05494	0	0.00013	0.00002	0.00575	0	aAutosome	aAutosome	NON	4.12797	A1
MvSl-1064-A1-R4_MC04-1g05496	0.62229	0.26638	168.51994	585.6104	0.00369268	aAutosome	aAutosome	NON	6.92413	A1
MvSl-1064-A1-R4_MC04-1g05497	0	0	0	0	0	aAutosome	aAutosome	NON	7.21491	A1
MvSl-1064-A1-R4_MC04-1g05504	5.49249	4.68673	0.93423	1.09732	5.87916	aAutosome	aAutosome	NON	5.68721	A1
MvSl-1064-A1-R4_MC04-1g05511	0.98733	1.34658	50.56132	50.39428	0.0195274	aAutosome	aAutosome	NON	9.45703	A1
MvSl-1064-A1-R4_MC04-1g05512	0.99922	0.78972	0.32774	0.38957	3.04882	aAutosome	aAutosome	NON	6.84204	A1
MvSl-1064-A1-R4_MC04-1g05513	1.20474	0.77213	0.58513	0.61352	2.05893	aAutosome	aAutosome	NON	8.13905	A1
MvSl-1064-A1-R4_MC04-1g05514	10.11389	5.18832	0.10216	0.31935	99.0005	aAutosome	aAutosome	NON	5.00663	A1
MvSl-1064-A1-R4_MC04-1g05515	1.90406	0.98294	3.28662	5.10987	0.579337	aAutosome	aAutosome	NON	5.97525	A1
MvSl-1064-A1-R4_MC04-1g05516	1.65989	0.82185	12.6493	25.3684	0.131224	aAutosome	aAutosome	NON	5.232	A1
MvSl-1064-A1-R4_MC04-1g05519	4.63486	0	0.04682	0.08873	98.9932	aAutosome	aAutosome	NON	3.58918	A1
MvSl-1064-A1-R4_MC04-1g05520	2.45164	1.59428	1.77619	2.37583	1.38028	aAutosome	aAutosome	NON	6.19792	A1
MvSl-1064-A1-R4_MC04-1g05521	0.00001	0	0	0	10000	aAutosome	aAutosome	NON	1.07767	A1
MvSl-1064-A1-R4_MC04-1g05523	4.254	6.30146	54.48187	272.24176	0.078081	aAutosome	aAutosome	NON	7.2986	A1
MvSl-1064-A1-R4_MC04-1g05525	0	0.00015	0.00001	0.0063	0	aAutosome	aAutosome	NON	4.26168	A1
MvSl-1064-A1-R4_MC04-1g05526	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.92877	A1
MvSl-1064-A1-R4_MC04-1g05529	0	0	0	0	0	aAutosome	aAutosome	NON	6.19116	A1
MvSl-1064-A1-R4_MC04-1g05530	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.49365	A1
MvSl-1064-A1-R4_MC04-1g05532	15.58346	10.19234	0.15741	0	98.9992	aAutosome	aAutosome	NON	5.29432	A1
MvSl-1064-A1-R4_MC04-1g05534	19.4793	44.6764	9.90301	24.94249	1.96701	aAutosome	aAutosome	NON	6.80512	A1
MvSl-1064-A1-R4_MC04-1g05535	2.60517	2.81586	40.29047	76.02786	0.0646597	aAutosome	aAutosome	NON	5.75269	A1
MvSl-1064-A1-R4_MC04-1g05537	2.71823	2.62056	57.66009	94.84751	0.0471423	aAutosome	aAutosome	NON	3.55475	A1
MvSl-1064-A1-R4_MC04-1g05540	0.70023	0.2523	50.95075	134.55033	0.0137433	aAutosome	aAutosome	NON	4.10713	A1
MvSl-1064-A1-R4_MC04-1g05541	0	0.07143	0	0.00072	0	aAutosome	aAutosome	NON	3.43166	A1
MvSl-1064-A1-R4_MC04-1g05542	13.20368	19.39736	0.13337	0.17819	99.0004	aAutosome	aAutosome	NON	6.19557	A1
MvSl-1064-A1-R4_MC04-1g05543	1.47542	0.74712	6.03755	12.87817	0.244374	aAutosome	aAutosome	NON	6.70833	A1
MvSl-1064-A1-R4_MC04-1g05547	1.29775	0.49318	1.22226	0.82707	1.06176	aAutosome	aAutosome	NON	1.76195	A1
MvSl-1064-A1-R4_MC04-1g05548	0.46822	0.20047	74.12219	244.26702	0.00631687	aAutosome	aAutosome	NON	1.83066	A1
MvSl-1064-A1-R4_MC04-1g05549	17.52549	38.5373	15.11053	32.12592	1.15982	aAutosome	aAutosome	NON	5.2451	A1
MvSl-1064-A1-R4_MC04-1g05550	20.26789	31.98355	1.23749	2.02447	16.3782	aAutosome	aAutosome	NON	4.33372	A1
MvSl-1064-A1-R4_MC04-1g05551	0.85829	0.30137	2.00797	1.38897	0.427442	aAutosome	aAutosome	NON	3.18063	A1
MvSl-1064-A1-R4_MC04-1g05552	1.00524	0.38902	1.13513	0.88184	0.885573	aAutosome	aAutosome	NON	5.47671	A1
MvSl-1064-A1-R4_MC04-1g05555	0.96213	0.85882	58.66156	67.9794	0.0164014	aAutosome	aAutosome	NON	6.71542	A1
MvSl-1064-A1-R4_MC04-1g05556	0.55973	0.25127	58.72665	162.24552	0.00953111	aAutosome	aAutosome	NON	5.38705	A1
MvSl-1064-A1-R4_MC04-1g05557	23.90949	35.80612	2.02332	2.91017	11.817	aAutosome	aAutosome	NON	7.02159	A1
MvSl-1064-A1-R4_MC04-1g05558	0	0	0	0	0	aAutosome	aAutosome	NON	7.80465	A1
MvSl-1064-A1-R4_MC04-1g05559	0	0	0	0	0	aAutosome	aAutosome	NON	7.66268	A1
MvSl-1064-A1-R4_MC04-1g05562	0.49801	0.44398	52.40027	473.34625	0.00950396	aAutosome	aAutosome	NON	7.06923	A1
MvSl-1064-A1-R4_MC04-1g05563	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.05125	A1
MvSl-1064-A1-R4_MC04-1g05564	1.2255	1.0208	68.46784	294.59223	0.0178989	aAutosome	aAutosome	NON	4.24988	A1
MvSl-1064-A1-R4_MC04-1g05565	0.33089	0.14139	55.23499	95.32638	0.00599059	aAutosome	aAutosome	NON	5.76272	A1
MvSl-1064-A1-R4_MC04-1g05566	0.12688	0	66.94748	574.75485	0.00189522	aAutosome	aAutosome	NON	7.25554	A1
MvSl-1064-A1-R4_MC04-1g05567	1.21477	0.43447	13.4945	85.76463	0.0900196	aAutosome	aAutosome	NON	7.04433	A1
MvSl-1064-A1-R4_MC04-1g05568	0.56972	0.20527	72.71224	180.23429	0.00783527	aAutosome	aAutosome	NON	6.67593	A1
MvSl-1064-A1-R4_MC04-1g05569	0.40164	0.16781	98.2675	539.49578	0.00408721	aAutosome	aAutosome	NON	3.94712	A1
MvSl-1064-A1-R4_MC04-1g05570	0	0.0001	0.00002	0.08662	0	aAutosome	aAutosome	NON	6.42003	A1
MvSl-1064-A1-R4_MC04-1g05571	21.9005	41.3651	4.25455	6.90771	5.14755	aAutosome	aAutosome	NON	0.680962	A1
MvSl-1064-A1-R4_MC04-1g05572	14.10171	0	37.16135	0	0.379472	aAutosome	aAutosome	NON	4.41541	A1
MvSl-1064-A1-R4_MC04-1g05573	25.33688	0	1.22811	0	20.6308	aAutosome	aAutosome	NON	5.89253	A1
MvSl-1064-A1-R4_MC04-1g05574	0.40076	0.20431	0.33965	0.41416	1.17992	aAutosome	aAutosome	NON	7.86674	A1
MvSl-1064-A1-R4_MC04-1g05577	21.38444	36.28222	2.52309	4.86036	8.4755	aAutosome	aAutosome	NON	5.38278	A1
MvSl-1064-A1-R4_MC04-1g05578	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.08066	A1
MvSl-1064-A1-R4_MC04-1g05579	0.02473	0.02525	0.00025	0.00209	98.9196	aAutosome	aAutosome	NON	8.55799	A1
MvSl-1064-A1-R4_MC04-1g05580	0	0.0019	0	0.00283	0	aAutosome	aAutosome	NON	4.83607	A1
MvSl-1064-A1-R4_MC04-1g05581	0	0	0	0	0	aAutosome	aAutosome	NON	4.57587	A1
MvSl-1064-A1-R4_MC04-1g05582	4.11894	2.63175	0.96664	0.79116	4.26109	aAutosome	aAutosome	NON	7.0016	A1
MvSl-1064-A1-R4_MC04-1g05583	0	0	0.00001	0	0	aAutosome	aAutosome	NON	2.17711	A1
MvSl-1064-A1-R4_MC04-1g05584	0.62718	0.33374	69.91379	260.71291	0.00897076	aAutosome	aAutosome	NON	6.33638	A1
MvSl-1064-A1-R4_MC04-1g05585	7.24825	8.1123	0.07321	0.15405	99.0063	aAutosome	aAutosome	NON	8.20312	A1
MvSl-1064-A1-R4_MC04-1g05587	1.10292	0.39809	1.40634	0.89823	0.784248	aAutosome	aAutosome	NON	5.52441	A1
MvSl-1064-A1-R4_MC04-1g05589	4.22742	4.00068	77.9456	114.42961	0.0542355	aAutosome	aAutosome	NON	5.53919	A1
MvSl-1064-A1-R4_MC04-1g05592	0.5275	0.25012	1.73391	1.28466	0.304226	aAutosome	aAutosome	Down	4.16108	A1
MvSl-1064-A1-R4_MC04-1g05593	0.71109	0.31199	59.78002	114.09395	0.0118951	aAutosome	aAutosome	NON	8.26496	A1
MvSl-1064-A1-R4_MC04-1g05594	0	0.00005	0.00003	0	0	aAutosome	aAutosome	NON	5.53371	A1
MvSl-1064-A1-R4_MC04-1g05595	0.52848	0.37004	4.83279	7.15161	0.109353	aAutosome	aAutosome	NON	8.11302	A1
MvSl-1064-A1-R4_MC04-1g05596	0	0	0	0	0	aAutosome	aAutosome	NON	7.19721	A1
MvSl-1064-A1-R4_MC04-1g05597	1.47427	0.65901	45.32423	116.61072	0.0325272	aAutosome	aAutosome	NON	8.54993	A1
MvSl-1064-A1-R4_MC04-1g05598	0.85518	0.58699	55.57403	65.62489	0.0153881	aAutosome	aAutosome	NON	5.32569	A1
MvSl-1064-A1-R4_MC04-1g05599	0.2033	0.09926	0.72593	0.78179	0.280055	aAutosome	aAutosome	NON	5.4359	A1
MvSl-1064-A1-R4_MC04-1g05600	19.73743	23.26724	1.34843	1.64387	14.6373	aAutosome	aAutosome	NON	7.33469	A1
MvSl-1064-A1-R4_MC04-1g05602	1.19799	0.43603	2.01827	1.08077	0.593573	aAutosome	aAutosome	NON	7.49004	A1
MvSl-1064-A1-R4_MC04-1g05603	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.41874	A1
MvSl-1064-A1-R4_MC04-1g05605	1.06693	0.26567	6.32786	11.23266	0.168608	aAutosome	aAutosome	NON	7.17192	A1
MvSl-1064-A1-R4_MC04-1g05606	14.82565	74.46454	21.49195	91.19942	0.689823	aAutosome	aAutosome	NON	6.72632	A1
MvSl-1064-A1-R4_MC04-1g05607	5.06045	6.41576	43.5203	87.98283	0.116278	aAutosome	aAutosome	NON	7.0751	A1
MvSl-1064-A1-R4_MC04-1g05608	0.75536	0.30514	66.43952	81.06549	0.0113691	aAutosome	aAutosome	NON	5.93719	A1
MvSl-1064-A1-R4_MC04-1g05609	1.10617	0.44629	1.79502	2.26614	0.616244	aAutosome	aAutosome	NON	6.09937	A1
MvSl-1064-A1-R4_MC04-1g05610	0	0	0	0	0	aAutosome	aAutosome	NON	5.33525	A1
MvSl-1064-A1-R4_MC04-1g05612	0	0.0001	0.00001	0	0	aAutosome	aAutosome	NON	5.54165	A1
MvSl-1064-A1-R4_MC04-1g05613	1.22586	0.63943	107.02351	225.13825	0.0114541	aAutosome	aAutosome	NON	5.67198	A1
MvSl-1064-A1-R4_MC04-1g05614	0.39986	0.24826	1.92958	2.48068	0.207226	aAutosome	aAutosome	NON	5.86428	A1
MvSl-1064-A1-R4_MC04-1g05615	2.23177	1.4406	1.29909	2.60822	1.71795	aAutosome	aAutosome	NON	7.25397	A1
MvSl-1064-A1-R4_MC04-1g05616	1.0125	0.34615	51.36856	106.13547	0.0197105	aAutosome	aAutosome	NON	6.04139	A1
MvSl-1064-A1-R4_MC04-1g05618	1.46088	0.73014	0.59281	0.42423	2.46433	aAutosome	aAutosome	NON	6.03282	A1
MvSl-1064-A1-R4_MC04-1g05620	0.70949	0	1.18033	0.50957	0.601095	aAutosome	aAutosome	NON	5.00094	A1
MvSl-1064-A1-R4_MC04-1g05621	1.47812	0.71269	0.9979	0.77526	1.48123	aAutosome	aAutosome	NON	7.42152	A1
MvSl-1064-A1-R4_MC04-1g05622	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.72202	A1
MvSl-1064-A1-R4_MC04-1g05623	2.42127	1.59383	73.23796	222.6626	0.0330603	aAutosome	aAutosome	NON	7.87809	A1
MvSl-1064-A1-R4_MC04-1g05624	1.55395	0.60147	1.17073	0.86881	1.32733	aAutosome	aAutosome	NON	6.05963	A1
MvSl-1064-A1-R4_MC04-1g05627	1.21323	0.30853	2.68898	0	0.451186	aAutosome	aAutosome	NON	5.9235	A1
MvSl-1064-A1-R4_MC04-1g05628	0.52571	0.30444	0.97058	0.97915	0.541645	aAutosome	aAutosome	NON	5.78775	A1
MvSl-1064-A1-R4_MC04-1g05629	1.49384	0.78156	1.56089	1.52923	0.957044	aAutosome	aAutosome	NON	3.8575	A1
MvSl-1064-A1-R4_MC04-1g05630	1.19002	0.50813	60.41358	383.62878	0.0196979	aAutosome	aAutosome	NON	6.13709	A1
MvSl-1064-A1-R4_MC04-1g05631	1.11307	0.40601	10.49051	23.0062	0.106103	aAutosome	aAutosome	NON	6.00835	A1
MvSl-1064-A1-R4_MC04-1g05632	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.17086	A1
MvSl-1064-A1-R4_MC04-1g05633	6.98167	9.8798	2.86303	4.11918	2.43856	aAutosome	aAutosome	NON	5.93073	A1
MvSl-1064-A1-R4_MC04-1g05634	0.85443	0.36734	0.55698	0.53248	1.53404	aAutosome	aAutosome	NON	7.593	A1
MvSl-1064-A1-R4_MC04-1g05635	0	0	0	0	0	aAutosome	aAutosome	NON	4.35049	A1
MvSl-1064-A1-R4_MC04-1g05637	1.21795	0.73273	83.87762	169.5696	0.0145206	aAutosome	aAutosome	NON	3.44362	A1
MvSl-1064-A1-R4_MC04-1g05638	0	0	0.00001	0	0	aAutosome	aAutosome	NON	8.24581	A1
MvSl-1064-A1-R4_MC04-1g05639	0.2955	0.16209	78.93273	274.11002	0.00374369	aAutosome	aAutosome	NON	6.76394	A1
MvSl-1064-A1-R4_MC04-1g05640	0.00005	0	0.05301	0.00688	0.000943218	aAutosome	aAutosome	NON	8.10591	A1
MvSl-1064-A1-R4_MC04-1g05641	0.02298	0.02339	0.00023	0.00023	99.9126	aAutosome	aAutosome	NON	5.82478	A1
MvSl-1064-A1-R4_MC04-1g05642	1.73003	1.26255	0.52209	0.43306	3.31366	aAutosome	aAutosome	NON	5.53293	A1
MvSl-1064-A1-R4_MC04-1g05643	0.03387	0.0355	0.00034	0.00348	99.6174	aAutosome	aAutosome	NON	7.19362	A1
MvSl-1064-A1-R4_MC04-1g05648	0.43503	0.16902	6.43532	14.65084	0.0676004	aAutosome	aAutosome	NON	4.82361	A1
MvSl-1064-A1-R4_MC04-1g05650	0.65512	0.3814	10.05414	23.61178	0.0651592	aAutosome	aAutosome	NON	6.72968	A1
MvSl-1064-A1-R4_MC04-1g05651	1.33889	0.64813	0.40111	0.2723	3.33796	aAutosome	aAutosome	NON	4.74616	A1
MvSl-1064-A1-R4_MC04-1g05652	1.00539	0.58044	29.70602	89.06184	0.0338447	aAutosome	aAutosome	NON	5.89868	A1
MvSl-1064-A1-R4_MC04-1g05653	24.49591	38.51772	2.03535	3.03086	12.0352	aAutosome	aAutosome	NON	5.92548	A1
MvSl-1064-A1-R4_MC04-1g05654	0.43381	0.21793	0.866	0.80578	0.500935	aAutosome	aAutosome	NON	7.24549	A1
MvSl-1064-A1-R4_MC04-1g05655	2.68253	1.42786	2.52	2.36205	1.0645	aAutosome	aAutosome	NON	6.35265	A1
MvSl-1064-A1-R4_MC04-1g05658	0.86778	0.37197	0.37169	0.42011	2.33469	aAutosome	aAutosome	NON	7.27928	A1
MvSl-1064-A1-R4_MC04-1g05659	0.07848	0.04441	0.11404	0.07911	0.68818	aAutosome	aAutosome	NON	7.88748	A1
MvSl-1064-A1-R4_MC04-1g05660	1.09357	0.3873	54.54033	275.01452	0.0200507	aAutosome	aAutosome	NON	5.99366	A1
MvSl-1064-A1-R4_MC04-1g05661	1.08507	0.47419	116.19227	546.57213	0.00933857	aAutosome	aAutosome	NON	4.50952	A1
MvSl-1064-A1-R4_MC04-1g05662	20.84589	38.35321	1.87185	3.02996	11.1365	aAutosome	aAutosome	NON	4.93842	A1
MvSl-1064-A1-R4_MC04-1g05663	16.22459	0	17.80059	0	0.911464	aAutosome	aAutosome	NON	5.1693	A1
MvSl-1064-A1-R4_MC04-1g05664	1.93111	1.30394	89.52732	293.77186	0.0215701	aAutosome	aAutosome	NON	3.43094	A1
MvSl-1064-A1-R4_MC04-1g05665	20.03892	110.56216	9.63853	46.0317	2.07904	aAutosome	aAutosome	NON	5.84577	A1
MvSl-1064-A1-R4_MC04-1g05666	0	0.00011	0.00002	0	0	aAutosome	aAutosome	NON	5.92137	A1
MvSl-1064-A1-R4_MC04-1g05667	7.54883	9.15234	1.84702	2.04524	4.08703	aAutosome	aAutosome	NON	6.96051	A1
MvSl-1064-A1-R4_MC04-1g05669	1.06217	0.48615	60.37267	127.61827	0.0175936	aAutosome	aAutosome	NON	7.60537	A1
MvSl-1064-A1-R4_MC04-1g05670	17.32822	42.70589	14.84098	37.49646	1.16759	aAutosome	aAutosome	NON	6.07513	A1
MvSl-1064-A1-R4_MC04-1g05671	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.19004	A1
MvSl-1064-A1-R4_MC04-1g05672	11.27983	0	0.11394	0.21985	98.998	aAutosome	aAutosome	NON	6.02132	A1
MvSl-1064-A1-R4_MC04-1g05673	0.0223	0.02271	0.07568	0.07807	0.294662	aAutosome	aAutosome	NON	6.496	A1
MvSl-1064-A1-R4_MC04-1g05675	0.76233	0.78953	6.14024	8.60528	0.124153	aAutosome	aAutosome	NON	6.38309	A1
MvSl-1064-A1-R4_MC04-1g05676	2.38978	1.09927	0.21963	0.72435	10.8809	aAutosome	aAutosome	NON	6.42916	A1
MvSl-1064-A1-R4_MC04-1g05678	0	0	0.00002	0.00519	0	aAutosome	aAutosome	NON	5.36057	A1
MvSl-1064-A1-R4_MC04-1g05679	17.64122	75.21224	13.82195	110.14897	1.27632	aAutosome	aAutosome	NON	5.50202	A1
MvSl-1064-A1-R4_MC04-1g05680	0.92222	0.37512	79.14583	273.25057	0.0116522	aAutosome	aAutosome	NON	9.59722	A1
MvSl-1064-A1-R4_MC04-1g05681	0.00001	0.06044	0	0.00061	10000	aAutosome	aAutosome	NON	7.40255	A1
MvSl-1064-A1-R4_MC04-1g05682	14.39839	193.26598	12.25482	152.95474	1.17492	aAutosome	aAutosome	NON	3.87977	A1
MvSl-1064-A1-R4_MC04-1g05685	1.15592	0.4781	2.24662	2.4578	0.514515	aAutosome	aAutosome	NON	7.43852	A1
MvSl-1064-A1-R4_MC04-1g05686	0.00017	0	0.17313	0.03223	0.000981921	aAutosome	aAutosome	NON	7.92239	A1
MvSl-1064-A1-R4_MC04-1g05688	0.99547	0	76.27551	0	0.013051	aAutosome	aAutosome	NON	7.82986	A1
MvSl-1064-A1-R4_MC04-1g05689	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.11976	A1
MvSl-1064-A1-R4_MC04-1g05690	0.71225	0.2309	70.13749	225.16139	0.0101551	aAutosome	aAutosome	NON	7.31569	A1
MvSl-1064-A1-R4_MC04-1g05691	0	0	0	0	0	aAutosome	aAutosome	NON	5.51986	A1
MvSl-1064-A1-R4_MC04-1g05692	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.01828	A1
MvSl-1064-A1-R4_MC04-1g05693	0	0.0242	0.00001	0.05417	0	aAutosome	aAutosome	NON	6.42404	A1
MvSl-1064-A1-R4_MC04-1g05695	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.71006	A1
MvSl-1064-A1-R4_MC04-1g05696	1.39543	0.52867	2.6929	3.43224	0.518189	aAutosome	aAutosome	NON	4.21286	A1
MvSl-1064-A1-R4_MC04-1g05697	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.71034	A1
MvSl-1064-A1-R4_MC04-1g05698	0.00001	0	0	0.00022	10000	aAutosome	aAutosome	NON	6.78776	A1
MvSl-1064-A1-R4_MC04-1g05699	1.39609	0.52702	2.3032	1.54741	0.606152	aAutosome	aAutosome	NON	6.03683	A1
MvSl-1064-A1-R4_MC04-1g05700	16.07182	0	18.44585	0	0.871297	aAutosome	aAutosome	NON	5.46842	A1
MvSl-1064-A1-R4_MC04-1g05701	0.37577	0.31393	41.69257	216.07713	0.00901288	aAutosome	aAutosome	NON	6.72771	A1
