Haploid	Gene	Genomicloc	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	genelength	intronnrovergenelength	intronovergenelength
A1	MvSl-1064-A1-R4_MC05-3g06841	aAutosome	4	99	396	0	0	0	2682	0.001491424	0.147651007
A1	MvSl-1064-A1-R4_MC05-3g06842	aAutosome	1	78	78	0	0	0	405	0.002469136	0.192592593
A1	MvSl-1064-A1-R4_MC05-3g06843	aAutosome	1	0	0	0	0	0	243	0.004115226	0
A1	MvSl-1064-A1-R4_MC06g06861	aAutosome	2	112	224	0	0	0	1721	0.001162115	0.130156886
A1	MvSl-1064-A1-R4_MC06g06862	aAutosome	3	76.6667	230	0	0	0	692	0.00433526	0.332369942
A1	MvSl-1064-A1-R4_MC06g06863	aAutosome	1	94	94	0	0	0	805	0.001242236	0.116770186
A1	MvSl-1064-A1-R4_MC06g06864	aAutosome	1	0	0	0	0	0	309	0.003236246	0
A1	MvSl-1064-A1-R4_MC06g06865	aAutosome	1	0	0	0	0	0	1194	0.000837521	0
A1	MvSl-1064-A1-R4_MC06g06866	aAutosome	3	105.333	316	0	0	0	1960	0.001530612	0.16122449
A1	MvSl-1064-A1-R4_MC06g06868	aAutosome	1	0	0	0	0	0	264	0.003787879	0
A1	MvSl-1064-A1-R4_MC06g06869	aAutosome	1	70	70	0	0	0	367	0.002724796	0.190735695
A1	MvSl-1064-A1-R4_MC06g06870	aAutosome	1	45	45	0	0	0	1044	0.000957854	0.043103448
A1	MvSl-1064-A1-R4_MC06g06871	aAutosome	3	110	330	0	0	0	1863	0.001610306	0.177133655
A1	MvSl-1064-A1-R4_MC06g06872	aAutosome	6	95.3333	572	0	0	0	2405	0.002494802	0.237837838
A1	MvSl-1064-A1-R4_MC06g06873	aAutosome	2	98	196	0	0	0	826	0.002421308	0.237288136
A1	MvSl-1064-A1-R4_MC06g06874	aAutosome	4	65.5	262	0	0.25	1	3538	0.001130582	0.074053137
A1	MvSl-1064-A1-R4_MC06g06875	aAutosome	3	81.3333	244	0	0	0	3859	0.000777403	0.063228816
A1	MvSl-1064-A1-R4_MC06g06882	aAutosome	3	106.333	319	0	0	0	3859	0.000777403	0.082663903
A1	MvSl-1064-A1-R4_MC06g06883	aAutosome	4	65.5	262	0	0	0	3538	0.001130582	0.074053137
A1	MvSl-1064-A1-R4_MC06g06884	aAutosome	2	98	196	0	0	0	826	0.002421308	0.237288136
A1	MvSl-1064-A1-R4_MC06g06885	aAutosome	2	131.5	263	0	0	0	902	0.002217295	0.291574279
A1	MvSl-1064-A1-R4_MC06g06886	aAutosome	1	163	163	0	0	0	2329	0.000429369	0.069987119
A1	MvSl-1064-A1-R4_MC06g06887	aAutosome	1	0	0	0	0	0	1098	0.000910747	0
A1	MvSl-1064-A1-R4_MC06g06888	aAutosome	3	76	228	0	0	0	5838	0.000513875	0.039054471
A1	MvSl-1064-A1-R4_MC06g06889	aAutosome	8	68.25	546	0	0	0	1914	0.004179728	0.285266458
A1	MvSl-1064-A1-R4_MC06g06890	aAutosome	1	161	161	0	0	0	4301	0.000232504	0.037433155
A1	MvSl-1064-A1-R4_MC06g06891	aAutosome	2	85	170	0	0	0	425	0.004705882	0.4
A1	MvSl-1064-A1-R4_MC06g06893	aAutosome	5	103.8	519	0	0	0	795	0.006289308	0.652830189
A1	MvSl-1064-A1-R4_MC06g06894	aAutosome	8	93.375	747	0	0	0	1449	0.005521049	0.51552795
A1	MvSl-1064-A1-R4_MC06g06895	aAutosome	1	94	94	0	0	0	742	0.001347709	0.126684636
A1	MvSl-1064-A1-R4_MC06g06896	aAutosome	5	104.2	521	0	0	0	1664	0.003004808	0.313100962
A1	MvSl-1064-A1-R4_MC06g06897	aAutosome	1	0	0	0	0	0	534	0.001872659	0
A1	MvSl-1064-A1-R4_MC06g06898	aAutosome	1	0	0	0	0	0	534	0.001872659	0
A1	MvSl-1064-A1-R4_MC06g06899	aAutosome	1	94	94	0	0	0	1249	0.000800641	0.075260208
A1	MvSl-1064-A1-R4_MC06g06900	aAutosome	1	0	0	0	0	0	1083	0.000923361	0
A1	MvSl-1064-A1-R4_MC06g06901	aAutosome	6	80.3333	482	0	0	0	3071	0.001953761	0.156952133
A1	MvSl-1064-A1-R4_MC06g06902	aAutosome	1	98	98	0	0	0	818	0.001222494	0.119804401
A1	MvSl-1064-A1-R4_MC06g06903	aAutosome	4	164.5	658	0	-0.25	-1	2077	0.001925855	0.316803081
A1	MvSl-1064-A1-R4_MC06g06904	aAutosome	4	74.5	298	0	0	0	3103	0.001289075	0.096036094
A1	MvSl-1064-A1-R4_MC06g06905	aAutosome	2	92	184	0	0	0	1576	0.001269036	0.116751269
A1	MvSl-1064-A1-R4_MC06g06907	aAutosome	3	113.333	340	0	0	0	3895	0.000770218	0.087291399
A1	MvSl-1064-A1-R4_MC06g06909	aAutosome	1	239	239	0	0	0	755	0.001324503	0.316556291
A1	MvSl-1064-A1-R4_MC06g06910	aAutosome	3	85.3333	256	0	-0.6667	-2	4501	0.000666519	0.05687625
A1	MvSl-1064-A1-R4_MC06g06911	aAutosome	5	74.4	372	0	0	0	1575	0.003174603	0.236190476
A1	MvSl-1064-A1-R4_MC06g06912	aAutosome	1	0	0	0	0	0	249	0.004016064	0
A1	MvSl-1064-A1-R4_MC06g06913	aAutosome	8	88.625	709	0	0	0	2149	0.003722662	0.329920893
A1	MvSl-1064-A1-R4_MC06g06914	aAutosome	10	79	790	0	0	0	4033	0.002479544	0.195883957
A1	MvSl-1064-A1-R4_MC06g06915	aAutosome	4	79	316	0	0	0	1411	0.002834869	0.223954642
A1	MvSl-1064-A1-R4_MC06g06916	aAutosome	1	0	0	0	0	0	174	0.005747126	0
A1	MvSl-1064-A1-R4_MC06g06917	aAutosome	1	0	0	0	0	0	273	0.003663004	0
A1	MvSl-1064-A1-R4_MC06g06918	aAutosome	1	0	0	0	0	0	408	0.00245098	0
A1	MvSl-1064-A1-R4_MC06g06919	aAutosome	1	127	127	0	0	0	1606	0.000622665	0.079078456
A1	MvSl-1064-A1-R4_MC06g06920	aAutosome	5	131.4	657	0	0	0	1179	0.004240882	0.557251908
A1	MvSl-1064-A1-R4_MC06g06921	aAutosome	5	77.8	389	0	0	0	2117	0.002361833	0.18375059
A1	MvSl-1064-A1-R4_MC06g06922	aAutosome	1	50	50	0	0	0	254	0.003937008	0.196850394
A1	MvSl-1064-A1-R4_MC06g06923	aAutosome	5	108.8	544	1	-11.7	62	1666	0.0030012	0.326530612
A1	MvSl-1064-A1-R4_MC06g06924	aAutosome	7	73.7143	516	0	0	0	6342	0.001103753	0.081362346
A1	MvSl-1064-A1-R4_MC06g06925	aAutosome	8	71	568	0	0	0	3604	0.002219756	0.157602664
A1	MvSl-1064-A1-R4_MC06g06926	aAutosome	5	84	420	0	0	0	1494	0.00334672	0.281124498
A1	MvSl-1064-A1-R4_MC06g06927	aAutosome	4	94	376	0	0	0	2419	0.001653576	0.155436131
A1	MvSl-1064-A1-R4_MC06g06928	aAutosome	1	47	47	0	0	0	323	0.003095975	0.145510836
A1	MvSl-1064-A1-R4_MC06g06929	aAutosome	2	73	146	0	0	0	455	0.004395604	0.320879121
A1	MvSl-1064-A1-R4_MC06g06930	aAutosome	8	88.25	706	0	0	0	2296	0.003484321	0.307491289
A1	MvSl-1064-A1-R4_MC06g06931	aAutosome	4	62.5	250	0	0	0	1846	0.002166847	0.135427952
A1	MvSl-1064-A1-R4_MC06g06932	aAutosome	1	0	0	0	0	0	153	0.006535948	0
A1	MvSl-1064-A1-R4_MC06g06933	aAutosome	7	89.2857	625	0	0	0	1969	0.003555104	0.31742001
A1	MvSl-1064-A1-R4_MC06g06934	aAutosome	9	79.5556	716	0	0	0	2942	0.003059143	0.243371856
A1	MvSl-1064-A1-R4_MC06g06935	aAutosome	6	67.3333	404	0	0	0	2555	0.002348337	0.158121331
A1	MvSl-1064-A1-R4_MC06g06936	aAutosome	3	85.3333	256	0	0	0	3148	0.000952986	0.081321474
A1	MvSl-1064-A1-R4_MC06g06937	aAutosome	4	75.5	302	0	0	0	1712	0.002336449	0.176401869
A1	MvSl-1064-A1-R4_MC06g06938	aAutosome	7	94.1429	659	0	0	0	2150	0.003255814	0.306511628
A1	MvSl-1064-A1-R4_MC06g06939	aAutosome	4	101.5	406	0	0	0	1849	0.002163332	0.21957815
A1	MvSl-1064-A1-R4_MC06g06940	aAutosome	6	112.5	675	0	0	0	2250	0.002666667	0.3
A1	MvSl-1064-A1-R4_MC06g06941	aAutosome	10	140.9	1409	0	0	0	3185	0.003139717	0.442386185
A1	MvSl-1064-A1-R4_MC06g06942	aAutosome	2	206	412	0	0	0	709	0.002820874	0.581100141
A1	MvSl-1064-A1-R4_MC06g06943	aAutosome	7	98	686	0	0	0	2333	0.003000429	0.294042006
A1	MvSl-1064-A1-R4_MC06g06944	aAutosome	3	74	222	0	0	0	5328	0.000563063	0.041666667
A1	MvSl-1064-A1-R4_MC06g06945	aAutosome	6	69.8333	419	0	0	0	2525	0.002376238	0.165940594
A1	MvSl-1064-A1-R4_MC06g06946	aAutosome	1	0	0	0	0	0	303	0.00330033	0
A1	MvSl-1064-A1-R4_MC06g06947	aAutosome	1	0	0	0	0	0	153	0.006535948	0
A1	MvSl-1064-A1-R4_MC06g06948	aAutosome	7	69.7143	488	0	0	0	1700	0.004117647	0.287058824
A1	MvSl-1064-A1-R4_MC06g06949	aAutosome	3	110	330	0	0	0	1734	0.001730104	0.190311419
A1	MvSl-1064-A1-R4_MC06g06950	aAutosome	3	91.6667	275	0	0	0	1655	0.001812689	0.166163142
A1	MvSl-1064-A1-R4_MC06g06951	aAutosome	6	134.667	808	0	0	0	5824	0.00103022	0.138736264
A1	MvSl-1064-A1-R4_MC06g06952	aAutosome	4	76	304	0	0	0	1717	0.002329645	0.177052999
A1	MvSl-1064-A1-R4_MC06g06953	aAutosome	2	89	178	0	0	0	910	0.002197802	0.195604396
A1	MvSl-1064-A1-R4_MC06g06954	aAutosome	7	66.8571	468	0	0	0	2667	0.002624672	0.175478065
A1	MvSl-1064-A1-R4_MC06g06955	aAutosome	4	97	388	0	0	0	1954	0.002047083	0.198567042
A1	MvSl-1064-A1-R4_MC06g06956	aAutosome	3	73.3333	220	1	2.8333	79	2467	0.001216052	0.089177138
A1	MvSl-1064-A1-R4_MC06g06957	aAutosome	9	74.4444	670	0	0	0	4168	0.002159309	0.16074856
A1	MvSl-1064-A1-R4_MC06g06958	aAutosome	1	103	103	0	-1	-1	550	0.001818182	0.187272727
A1	MvSl-1064-A1-R4_MC06g06959	aAutosome	8	74.375	595	0	0	0	2566	0.003117693	0.23187841
A1	MvSl-1064-A1-R4_MC06g06960	aAutosome	9	71.1111	640	0	0	0	3529	0.002550298	0.181354491
A1	MvSl-1064-A1-R4_MC06g06961	aAutosome	3	72.6667	218	0	0	0	602	0.004983389	0.362126246
A1	MvSl-1064-A1-R4_MC06g06962	aAutosome	5	197.6	988	0	0	0	2374	0.00210615	0.416175232
A1	MvSl-1064-A1-R4_MC06g06963	aAutosome	8	82.625	661	0	0	0	2899	0.002759572	0.228009659
A1	MvSl-1064-A1-R4_MC06g06964	aAutosome	5	134.6	673	0	0	0	2230	0.002242152	0.301793722
A1	MvSl-1064-A1-R4_MC06g06965	aAutosome	5	121	605	0	0.4	2	1667	0.0029994	0.362927415
A1	MvSl-1064-A1-R4_MC06g06966	aAutosome	5	81.6	408	0	0	0	2493	0.002005616	0.163658243
A1	MvSl-1064-A1-R4_MC06g06967	aAutosome	1	62	62	0	0	0	194	0.005154639	0.319587629
A1	MvSl-1064-A1-R4_MC06g06968	aAutosome	4	108.75	435	0	0	0	789	0.005069708	0.551330798
A1	MvSl-1064-A1-R4_MC06g06969	aAutosome	2	79.5	159	0	0	0	1269	0.001576044	0.125295508
A1	MvSl-1064-A1-R4_MC06g06970	aAutosome	2	84.5	169	0	0	0	1279	0.001563722	0.13213448
A1	MvSl-1064-A1-R4_MC06g06971	aAutosome	10	137.3	1373	0	0	0	4781	0.002091613	0.287178415
A1	MvSl-1064-A1-R4_MC06g06972	aAutosome	5	72.2	361	0	0	0	1369	0.003652301	0.263696129
A1	MvSl-1064-A1-R4_MC06g06973	aAutosome	7	105.143	736	0	0	0	3544	0.001975169	0.207674944
A1	MvSl-1064-A1-R4_MC06g06974	aAutosome	4	77.5	310	0	0	0	1519	0.002633311	0.204081633
A1	MvSl-1064-A1-R4_MC06g06975	aAutosome	8	73	584	0	0	0	3296	0.002427184	0.177184466
A1	MvSl-1064-A1-R4_MC06g06976	aAutosome	4	78.25	313	0	0	0	1408	0.002840909	0.222301136
A1	MvSl-1064-A1-R4_MC06g06977	aAutosome	2	68.5	137	0	0	0	1079	0.001853568	0.126969416
A1	MvSl-1064-A1-R4_MC06g06978	aAutosome	7	71.5714	501	0	0	0	7344	0.000953159	0.068218954
A1	MvSl-1064-A1-R4_MC06g06979	aAutosome	12	71.4167	857	0	0	0	4370	0.002745995	0.19610984
A1	MvSl-1064-A1-R4_MC06g06980	aAutosome	6	78	468	0	0	0	2439	0.002460025	0.191881919
A1	MvSl-1064-A1-R4_MC06g06981	aAutosome	5	72	360	0	0	0	2199	0.002273761	0.163710778
A1	MvSl-1064-A1-R4_MC06g06982	aAutosome	7	74.8571	524	0	0	0	1754	0.003990878	0.298745724
A1	MvSl-1064-A1-R4_MC06g06983	aAutosome	5	71.6	358	0	0	0	1180	0.004237288	0.303389831
A1	MvSl-1064-A1-R4_MC06g06984	aAutosome	5	96.2	481	0	0	0	2053	0.00243546	0.234291281
A1	MvSl-1064-A1-R4_MC06g06985	aAutosome	2	91	182	0	0	0	419	0.00477327	0.434367542
A1	MvSl-1064-A1-R4_MC06g06986	aAutosome	4	135	540	0	0	0	1227	0.003259984	0.4400978
A1	MvSl-1064-A1-R4_MC06g06987	aAutosome	1	47	47	0	0	0	197	0.005076142	0.23857868
A1	MvSl-1064-A1-R4_MC06g06988	aAutosome	1	89	89	0	0	0	398	0.002512563	0.22361809
A1	MvSl-1064-A1-R4_MC06g06989	aAutosome	8	105.375	843	0	0	0	3441	0.002324906	0.244986922
A1	MvSl-1064-A1-R4_MC06g06990	aAutosome	1	171	171	0	0	0	495	0.002020202	0.345454545
A1	MvSl-1064-A1-R4_MC06g06991	aAutosome	10	150.7	1507	0	0	0	3427	0.002918004	0.439743216
A1	MvSl-1064-A1-R4_MC06g06992	aAutosome	3	106.333	319	0	0	0	871	0.003444317	0.366245695
A1	MvSl-1064-A1-R4_MC06g06993	aAutosome	2	105.5	211	0	0	0	1567	0.001276324	0.134652202
A1	MvSl-1064-A1-R4_MC06g06994	aAutosome	5	68.6	343	0	0	0	2068	0.002417795	0.165860735
A1	MvSl-1064-A1-R4_MC06g06995	aAutosome	7	85.5714	599	0	0	0	2357	0.002969877	0.254136614
A1	MvSl-1064-A1-R4_MC06g06997	aAutosome	1	73	73	0	0	0	499	0.002004008	0.146292585
A1	MvSl-1064-A1-R4_MC06g06998	aAutosome	1	0	0	0	0	0	552	0.001811594	0
A1	MvSl-1064-A1-R4_MC06g06999	aAutosome	10	77.7	777	0	0	0	8127	0.001230466	0.095607235
A1	MvSl-1064-A1-R4_MC06g07000	aAutosome	1	0	0	0	0	0	1137	0.000879507	0
A1	MvSl-1064-A1-R4_MC06g07001	aAutosome	4	125	500	0	0	0	965	0.004145078	0.518134715
A1	MvSl-1064-A1-R4_MC06g07002	aAutosome	2	73	146	0	0	0	2519	0.000793966	0.057959508
A1	MvSl-1064-A1-R4_MC06g07003	aAutosome	2	61	122	0	0	0	2003	0.000998502	0.060908637
A1	MvSl-1064-A1-R4_MC06g07004	aAutosome	5	104.2	521	0	0	0	4136	0.001208897	0.125967118
A1	MvSl-1064-A1-R4_MC06g07005	aAutosome	9	79.3333	714	0	0	0	3486	0.002581756	0.204819277
A1	MvSl-1064-A1-R4_MC06g07006	aAutosome	1	77	77	0	0	0	422	0.002369668	0.182464455
A1	MvSl-1064-A1-R4_MC06g07007	aAutosome	1	0	0	0	0	0	162	0.00617284	0
A1	MvSl-1064-A1-R4_MC06g07008	aAutosome	1	0	0	0	0	0	156	0.006410256	0
A1	MvSl-1064-A1-R4_MC06g07009	aAutosome	1	71	71	0	0	0	902	0.001108647	0.078713969
A1	MvSl-1064-A1-R4_MC06g07010	aAutosome	6	130.167	781	0	0	0	2413	0.002486531	0.323663489
A1	MvSl-1064-A1-R4_MC06g07011	aAutosome	5	95.6	478	0	0	0	1021	0.00489716	0.468168462
A1	MvSl-1064-A1-R4_MC06g07012	aAutosome	10	82.7	827	0	0	0	3224	0.003101737	0.256513648
A1	MvSl-1064-A1-R4_MC06g07013	aAutosome	1	123	123	0	0	0	384	0.002604167	0.3203125
A1	MvSl-1064-A1-R4_MC06g07014	aAutosome	6	74.6667	448	0	0	0	3415	0.001756955	0.131185944
A1	MvSl-1064-A1-R4_MC06g07015	aAutosome	4	110.25	441	0	0	0	1332	0.003003003	0.331081081
A1	MvSl-1064-A1-R4_MC06g07016	aAutosome	2	77	154	0	0	0	3022	0.000661813	0.050959629
A1	MvSl-1064-A1-R4_MC06g07017	aAutosome	7	89.8571	629	0	0	0	2426	0.002885408	0.259274526
A1	MvSl-1064-A1-R4_MC06g07018	aAutosome	4	67.75	271	0	0	0	1414	0.002828854	0.19165488
A1	MvSl-1064-A1-R4_MC06g07019	aAutosome	3	72	216	0	0	0	921	0.003257329	0.234527687
A1	MvSl-1064-A1-R4_MC06g07020	aAutosome	1	95	95	0	0	0	386	0.002590674	0.24611399
A1	MvSl-1064-A1-R4_MC06g07021	aAutosome	10	81.2	812	0	0	0	2225	0.004494382	0.36494382
A1	MvSl-1064-A1-R4_MC06g07022	aAutosome	1	74	74	0	0	0	737	0.001356852	0.100407056
A1	MvSl-1064-A1-R4_MC06g07023	aAutosome	1	82	82	0	0	0	2524	0.000396197	0.032488114
A1	MvSl-1064-A1-R4_MC06g07024	aAutosome	1	80	80	0	0	0	296	0.003378378	0.27027027
A1	MvSl-1064-A1-R4_MC06g07025	aAutosome	6	166.333	998	0	0	0	2294	0.002615519	0.435047951
A1	MvSl-1064-A1-R4_MC06g07026	aAutosome	6	96	576	1	-4.4	74	2544	0.002358491	0.226415094
A1	MvSl-1064-A1-R4_MC06g07027	aAutosome	1	80	80	0	0	0	1814	0.000551268	0.044101433
A1	MvSl-1064-A1-R4_MC06g07028	aAutosome	1	120	120	0	0	0	636	0.001572327	0.188679245
A1	MvSl-1064-A1-R4_MC06g07029	aAutosome	3	74.6667	224	0	0	0	899	0.003337041	0.24916574
A1	MvSl-1064-A1-R4_MC06g07030	aAutosome	15	80.7333	1211	0	0	0	4880	0.00307377	0.248155738
A1	MvSl-1064-A1-R4_MC06g07031	aAutosome	4	81.5	326	0	0	0	4829	0.000828329	0.067508801
A1	MvSl-1064-A1-R4_MC06g07032	aAutosome	3	78.3333	235	0	0	0	1024	0.002929688	0.229492188
A1	MvSl-1064-A1-R4_MC06g07033	aAutosome	16	79.75	1276	0	0	0	5812	0.002752925	0.219545767
A1	MvSl-1064-A1-R4_MC06g07037	aAutosome	4	67.25	269	0	0	0	4154	0.000962927	0.064756861
A1	MvSl-1064-A1-R4_MC06g07038	aAutosome	7	72.1429	505	0	0	0	1732	0.00404157	0.291570439
A1	MvSl-1064-A1-R4_MC06g07039	aAutosome	5	94.8	474	0	0	0	1545	0.003236246	0.306796117
A1	MvSl-1064-A1-R4_MC06g07040	aAutosome	2	109	218	0	0	0	509	0.003929273	0.428290766
A1	MvSl-1064-A1-R4_MC06g07041	aAutosome	6	92.5	555	0	0	0	1710	0.003508772	0.324561404
A1	MvSl-1064-A1-R4_MC06g07042	aAutosome	3	113.333	340	0	0	0	1852	0.00161987	0.183585313
A1	MvSl-1064-A1-R4_MC06g07043	aAutosome	3	84.6667	254	0	0	0	1535	0.001954397	0.165472313
A1	MvSl-1064-A1-R4_MC06g07044	aAutosome	5	125.4	627	0	0	0	1986	0.002517623	0.31570997
A1	MvSl-1064-A1-R4_MC06g07045	aAutosome	2	105	210	0	0	0	2463	0.000812018	0.085261876
A1	MvSl-1064-A1-R4_MC06g07046	aAutosome	5	96.4	482	0	0	0	2864	0.00174581	0.168296089
A1	MvSl-1064-A1-R4_MC06g07047	aAutosome	1	0	0	0	0	0	291	0.003436426	0
A1	MvSl-1064-A1-R4_MC06g07048	aAutosome	1	47	47	0	0	0	209	0.004784689	0.224880383
A1	MvSl-1064-A1-R4_MC06g07049	aAutosome	1	0	0	0	0	0	696	0.001436782	0
A1	MvSl-1064-A1-R4_MC06g07050	aAutosome	1	0	0	0	0	0	153	0.006535948	0
A1	MvSl-1064-A1-R4_MC06g07051	aAutosome	5	116.8	584	0	0	0	1682	0.002972652	0.347205707
A1	MvSl-1064-A1-R4_MC06g07052	aAutosome	3	89.6667	269	0	0	0	962	0.003118503	0.27962578
A1	MvSl-1064-A1-R4_MC06g07053	aAutosome	3	65	195	0	0	0	1155	0.002597403	0.168831169
A1	MvSl-1064-A1-R4_MC06g07054	aAutosome	4	67.75	271	0	0	0	679	0.005891016	0.399116348
A1	MvSl-1064-A1-R4_MC06g07055	aAutosome	2	77	154	0	0	0	1729	0.001156738	0.089068826
A1	MvSl-1064-A1-R4_MC06g07056	aAutosome	5	73.4	367	0	0	0	1399	0.003573981	0.262330236
A1	MvSl-1064-A1-R4_MC06g07057	aAutosome	4	109.75	439	0	0	0	2170	0.001843318	0.202304147
A1	MvSl-1064-A1-R4_MC06g07058	aAutosome	1	0	0	0	0	0	273	0.003663004	0
A1	MvSl-1064-A1-R4_MC06g07059	aAutosome	1	0	0	0	0	0	207	0.004830918	0
A1	MvSl-1064-A1-R4_MC06g07060	aAutosome	9	130.222	1172	0	0	0	6953	0.001294405	0.168560334
A1	MvSl-1064-A1-R4_MC06g07061	aAutosome	1	406	406	0	0	0	616	0.001623377	0.659090909
A1	MvSl-1064-A1-R4_MC06g07062	aAutosome	1	0	0	0	0	0	156	0.006410256	0
A1	MvSl-1064-A1-R4_MC06g07063	aAutosome	1	0	0	0	0	0	1305	0.000766284	0
A1	MvSl-1064-A1-R4_MC06g07064	aAutosome	5	122.4	612	0	0	0	4029	0.001241003	0.151898734
A1	MvSl-1064-A1-R4_MC06g07065	aAutosome	1	0	0	0	0	0	201	0.004975124	0
A1	MvSl-1064-A1-R4_MC06g07066	aAutosome	1	50	50	0	50	50	275	0.003636364	0.181818182
A1	MvSl-1064-A1-R4_MC06g07067	aAutosome	3	91.3333	274	0	0	0	2515	0.001192843	0.108946322
A1	MvSl-1064-A1-R4_MC06g07068	aAutosome	1	0	0	0	0	0	324	0.00308642	0
A1	MvSl-1064-A1-R4_MC06g07069	aAutosome	1	142	142	0	0	0	352	0.002840909	0.403409091
A1	MvSl-1064-A1-R4_MC06g07070	aAutosome	1	93	93	0	0	0	3924	0.000254842	0.023700306
A1	MvSl-1064-A1-R4_MC06g07071	aAutosome	1	50	50	0	-15	-15	434	0.002304147	0.115207373
A1	MvSl-1064-A1-R4_MC06g07072	aAutosome	1	0	0	0	0	0	210	0.004761905	0
A1	MvSl-1064-A1-R4_MC06g07073	aAutosome	3	72	216	0	0	0	1767	0.001697793	0.122241087
A1	MvSl-1064-A1-R4_MC06g07074	aAutosome	2	151.5	303	0	0	0	4887	0.000409249	0.062001228
A1	MvSl-1064-A1-R4_MC06g07075	aAutosome	1	124	124	0	0	0	490	0.002040816	0.253061224
A1	MvSl-1064-A1-R4_MC06g07076	aAutosome	4	139.75	559	0	0	0	6172	0.000648088	0.090570318
A1	MvSl-1064-A1-R4_MC06g07077	aAutosome	2	109	218	0	0	0	4847	0.000412626	0.044976274
A1	MvSl-1064-A1-R4_MC06g07078	aAutosome	8	181.375	1451	0	0	0	7334	0.00109081	0.19784565
A1	MvSl-1064-A1-R4_MC06g07079	aAutosome	2	109	218	0	0	0	482	0.004149378	0.452282158
A1	MvSl-1064-A1-R4_MC06g07080	aAutosome	7	146	1022	0	0	0	8132	0.000860797	0.12567634
A1	MvSl-1064-A1-R4_MC06g07081	aAutosome	10	111.7	1117	0	0	0	8287	0.001206709	0.134789429
A1	MvSl-1064-A1-R4_MC06g07082	aAutosome	3	103.333	310	0	0	0	1981	0.001514387	0.156486623
A1	MvSl-1064-A1-R4_MC06g07083	aAutosome	1	138	138	0	0	0	753	0.001328021	0.183266932
A1	MvSl-1064-A1-R4_MC06g07085	aAutosome	1	0	0	0	0	0	639	0.001564945	0
A1	MvSl-1064-A1-R4_MC06g07086	aAutosome	7	137	959	0	0	0	7445	0.000940228	0.128811283
A1	MvSl-1064-A1-R4_MC06g07087	aAutosome	1	0	0	0	0	0	4335	0.000230681	0
A1	MvSl-1064-A1-R4_MC06g07088	aAutosome	1	40	40	0	0	0	910	0.001098901	0.043956044
A1	MvSl-1064-A1-R4_MC06g07089	aAutosome	2	182.5	365	0	0	0	824	0.002427184	0.442961165
A1	MvSl-1064-A1-R4_MC06g07090	aAutosome	5	150.8	754	0	0	0	5251	0.0009522	0.143591697
A1	MvSl-1064-A1-R4_MC06g07091	aAutosome	7	132.143	925	0	14	98	10960	0.000638686	0.08439781
A1	MvSl-1064-A1-R4_MC06g07092	aAutosome	1	0	0	0	0	0	396	0.002525253	0
A1	MvSl-1064-A1-R4_MC06g07093	aAutosome	5	163	815	0	0	0	6281	0.000796052	0.129756408
A1	MvSl-1064-A1-R4_MC06g07094	aAutosome	3	145.333	436	0	0	0	4711	0.000636807	0.092549353
A1	MvSl-1064-A1-R4_MC06g07095	aAutosome	1	254	254	0	0	0	1994	0.000501505	0.127382146
A1	MvSl-1064-A1-R4_MC06g07096	aAutosome	4	149	596	0	0	0	5183	0.000771754	0.114991318
A1	MvSl-1064-A1-R4_MC06g07097	aAutosome	6	222.833	1337	0	0	0	9740	0.000616016	0.137268994
A1	MvSl-1064-A1-R4_MC06g07098	aAutosome	1	50	50	0	0	0	932	0.001072961	0.053648069
A1	MvSl-1064-A1-R4_MC06g07099	aAutosome	1	244	244	0	0	0	4207	0.000237699	0.057998574
A1	MvSl-1064-A1-R4_MC06g07100	aAutosome	1	0	0	0	0	0	3222	0.000310366	0
A1	MvSl-1064-A1-R4_MC06g07101	aAutosome	2	319	638	0	0	0	5315	0.000376294	0.120037629
A1	MvSl-1064-A1-R4_MC06g07102	aAutosome	4	110.5	442	0	0	0	4465	0.000895857	0.098992161
A1	MvSl-1064-A1-R4_MC06g07103	aAutosome	1	291	291	0	0	0	4632	0.000215889	0.062823834
A1	MvSl-1064-A1-R4_MC06g07104	aAutosome	2	96	192	0	0	0	957	0.002089864	0.200626959
A1	MvSl-1064-A1-R4_MC06g07105	aAutosome	1	108	108	0	0	0	2007	0.000498256	0.053811659
A1	MvSl-1064-A1-R4_MC06g07106	aAutosome	1	0	0	0	0	0	1524	0.000656168	0
A1	MvSl-1064-A1-R4_MC06g07107	aAutosome	1	111	111	0	0	0	1515	0.000660066	0.073267327
A1	MvSl-1064-A1-R4_MC06g07108	aAutosome	1	0	0	0	0	0	1068	0.00093633	0
A1	MvSl-1064-A1-R4_MC06g07109	aAutosome	1	0	0	0	0	0	705	0.00141844	0
A1	MvSl-1064-A1-R4_MC06g07110	aAutosome	1	0	0	0	0	0	945	0.001058201	0
A1	MvSl-1064-A1-R4_MC06g07111	aAutosome	5	162	810	0	0	0	4095	0.001221001	0.197802198
A1	MvSl-1064-A1-R4_MC06g07112	aAutosome	1	0	0	0	0	0	2460	0.000406504	0
A1	MvSl-1064-A1-R4_MC06g07113	aAutosome	1	0	0	0	0	0	873	0.001145475	0
A1	MvSl-1064-A1-R4_MC06g07114	aAutosome	1	92	92	0	0	0	362	0.002762431	0.254143646
A1	MvSl-1064-A1-R4_MC06g07115	aAutosome	1	0	0	0	0	0	471	0.002123142	0
