Haploid	Gene	Genomicloc	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff
A2	MvSl-1064-A2-R4_MC12g11202	Autosome	5	72.8	364	0	0	0
A2	MvSl-1064-A2-R4_MC12g11203	Autosome	4	102	408	0	0	0
A2	MvSl-1064-A2-R4_MC12g11204	Autosome	4	94.5	378	0	-0.25	-1
A2	MvSl-1064-A2-R4_MC12g11205	Autosome	6	106.667	640	0	0	0
A2	MvSl-1064-A2-R4_MC12g11206	Autosome	7	119.286	835	0	0	0
A2	MvSl-1064-A2-R4_MC12g11207	Autosome	4	85.5	342	0	0	0
A2	MvSl-1064-A2-R4_MC12g11208	Autosome	1	74	74	0	0	0
A2	MvSl-1064-A2-R4_MC12g11209	Autosome	6	71.8333	431	0	0	0
A2	MvSl-1064-A2-R4_MC12g11210	Autosome	2	98	196	0	0	0
A2	MvSl-1064-A2-R4_MC12g11211	Autosome	3	90	270	0	0	0
A2	MvSl-1064-A2-R4_MC12g11212	Autosome	2	62.5	125	0	0	0
A2	MvSl-1064-A2-R4_MC12g11213	Autosome	5	130.8	654	0	0	0
A2	MvSl-1064-A2-R4_MC12g11214	Autosome	7	72.5714	508	0	0	0
A2	MvSl-1064-A2-R4_MC12g11215	Autosome	4	110.25	441	0	0	0
A2	MvSl-1064-A2-R4_MC12g11216	Autosome	3	125	375	0	0	0
A2	MvSl-1064-A2-R4_MC12g11217	Autosome	2	114	228	0	0	0
A2	MvSl-1064-A2-R4_MC12g11218	Autosome	9	76.5556	689	0	0	0
A2	MvSl-1064-A2-R4_MC12g11219	Autosome	6	70	420	0	0	0
A2	MvSl-1064-A2-R4_MC12g11220	Autosome	2	75.5	151	0	0	0
A2	MvSl-1064-A2-R4_MC12g11221	Autosome	8	106.25	850	0	0	0
A2	MvSl-1064-A2-R4_MC12g11222	Autosome	3	74.6667	224	0	0	0
A2	MvSl-1064-A2-R4_MC12g11223	Autosome	5	106.2	531	0	0	0
A2	MvSl-1064-A2-R4_MC12g11224	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11225	Autosome	4	112.5	450	0	0	0
A2	MvSl-1064-A2-R4_MC12g11226	Autosome	1	52	52	0	0	0
A2	MvSl-1064-A2-R4_MC12g11227	Autosome	1	195	195	0	0	0
A2	MvSl-1064-A2-R4_MC12g11228	Autosome	4	110.75	443	0	0	0
A2	MvSl-1064-A2-R4_MC12g11229	Autosome	2	75.5	151	0	0	0
A2	MvSl-1064-A2-R4_MC12g11230	Autosome	2	76	152	0	0.5	1
A2	MvSl-1064-A2-R4_MC12g11231	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11232	Autosome	3	113	339	0	0	0
A2	MvSl-1064-A2-R4_MC12g11233	Autosome	2	94	188	0	0	0
A2	MvSl-1064-A2-R4_MC12g11234	Autosome	5	102.4	512	0	0	0
A2	MvSl-1064-A2-R4_MC12g11235	Autosome	2	159	318	0	0	0
A2	MvSl-1064-A2-R4_MC12g11236	Autosome	6	105	630	-1	5.2	-79
A2	MvSl-1064-A2-R4_MC12g11237	Autosome	3	107.333	322	0	0	0
A2	MvSl-1064-A2-R4_MC12g11238	Autosome	2	80.5	161	0	0	0
A2	MvSl-1064-A2-R4_MC12g11239	Autosome	5	96.6	483	0	0	0
A2	MvSl-1064-A2-R4_MC12g11240	Autosome	8	92.375	739	0	0	0
A2	MvSl-1064-A2-R4_MC12g11241	Autosome	15	74.8	1122	0	0	0
A2	MvSl-1064-A2-R4_MC12g11242	Autosome	5	104.4	522	0	0	0
A2	MvSl-1064-A2-R4_MC12g11243	Autosome	10	68.2	682	0	0	0
A2	MvSl-1064-A2-R4_MC12g11244	Autosome	5	68.6	343	0	0	0
A2	MvSl-1064-A2-R4_MC12g11245	Autosome	4	81.5	326	0	0	0
A2	MvSl-1064-A2-R4_MC12g11246	Autosome	1	90	90	0	0	0
A2	MvSl-1064-A2-R4_MC12g11247	Autosome	6	87.1667	523	0	0	0
A2	MvSl-1064-A2-R4_MC12g11248	Autosome	1	44	44	0	0	0
A2	MvSl-1064-A2-R4_MC12g11249	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11250	Autosome	1	115	115	0	0	0
A2	MvSl-1064-A2-R4_MC12g11251	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11252	Autosome	2	60	120	0	0	0
A2	MvSl-1064-A2-R4_MC12g11253	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11254	Autosome	3	119.667	359	0	0	0
A2	MvSl-1064-A2-R4_MC12g11255	Autosome	5	146.6	733	0	0	0
A2	MvSl-1064-A2-R4_MC12g11256	Autosome	3	193.333	580	0	0	0
A2	MvSl-1064-A2-R4_MC12g11257	Autosome	6	105.667	634	0	0	0
A2	MvSl-1064-A2-R4_MC12g11258	Autosome	1	99	99	0	0	0
A2	MvSl-1064-A2-R4_MC12g11259	Autosome	7	92.1429	645	0	-0.2858	-2
A2	MvSl-1064-A2-R4_MC12g11260	Autosome	2	144.5	289	0	0	0
A2	MvSl-1064-A2-R4_MC12g11261	Autosome	4	90.75	363	0	0	0
A2	MvSl-1064-A2-R4_MC12g11262	Autosome	1	73	73	0	0	0
A2	MvSl-1064-A2-R4_MC12g11263	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11264	Autosome	2	259.5	519	0	0	0
A2	MvSl-1064-A2-R4_MC12g11265	Autosome	7	73.7143	516	0	0	0
A2	MvSl-1064-A2-R4_MC12g11266	Autosome	6	136.833	821	0	0	0
A2	MvSl-1064-A2-R4_MC12g11267	Autosome	3	110.333	331	0	0	0
A2	MvSl-1064-A2-R4_MC12g11268	Autosome	1	134	134	0	0	0
A2	MvSl-1064-A2-R4_MC12g11269	Autosome	6	88.6667	532	0	0	0
A2	MvSl-1064-A2-R4_MC12g11270	Autosome	1	59	59	0	0	0
A2	MvSl-1064-A2-R4_MC12g11271	Autosome	11	70.4545	775	0	0	0
A2	MvSl-1064-A2-R4_MC12g11272	Autosome	7	78	546	0	-2.8571	-20
A2	MvSl-1064-A2-R4_MC12g11273	Autosome	6	98	588	0	0	0
A2	MvSl-1064-A2-R4_MC12g11274	Autosome	7	95.7143	670	0	0	0
A2	MvSl-1064-A2-R4_MC12g11275	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11276	Autosome	3	133.333	400	0	0	0
A2	MvSl-1064-A2-R4_MC12g11277	Autosome	4	78	312	0	0	0
A2	MvSl-1064-A2-R4_MC12g11278	Autosome	1	94	94	0	0	0
A2	MvSl-1064-A2-R4_MC12g11279	Autosome	2	100.5	201	0	0	0
A2	MvSl-1064-A2-R4_MC12g11280	Autosome	6	83.5	501	0	0	0
A2	MvSl-1064-A2-R4_MC12g11281	Autosome	2	127.5	255	0	0	0
A2	MvSl-1064-A2-R4_MC12g11282	Autosome	7	93.2857	653	0	0	0
A2	MvSl-1064-A2-R4_MC12g11283	Autosome	3	59.3333	178	0	0	0
A2	MvSl-1064-A2-R4_MC12g11284	Autosome	2	128	256	0	0	0
A2	MvSl-1064-A2-R4_MC12g11285	Autosome	5	96.8	484	0	0	0
A2	MvSl-1064-A2-R4_MC12g11286	Autosome	7	71.1429	498	-2	2.4571	-130
A2	MvSl-1064-A2-R4_MC12g11287	Autosome	4	140	560	0	0	0
A2	MvSl-1064-A2-R4_MC12g11288	Autosome	3	66.6667	200	0	0	0
A2	MvSl-1064-A2-R4_MC12g11289	Autosome	3	79.3333	238	0	0	0
A2	MvSl-1064-A2-R4_MC12g11290	Autosome	5	73.2	366	0	0.2	1
A2	MvSl-1064-A2-R4_MC12g11291	Autosome	11	80.4545	885	0	0	0
A2	MvSl-1064-A2-R4_MC12g11292	Autosome	6	105.833	635	0	0	0
A2	MvSl-1064-A2-R4_MC12g11293	Autosome	4	74.25	297	0	0	0
A2	MvSl-1064-A2-R4_MC12g11294	Autosome	3	73.6667	221	0	0	0
A2	MvSl-1064-A2-R4_MC12g11295	Autosome	3	91	273	0	0	0
A2	MvSl-1064-A2-R4_MC12g11296	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11297	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11298	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11299	Autosome	4	75.25	301	0	0	0
A2	MvSl-1064-A2-R4_MC12g11300	Autosome	1	132	132	0	0	0
A2	MvSl-1064-A2-R4_MC12g11301	Autosome	3	109.333	328	0	0	0
A2	MvSl-1064-A2-R4_MC12g11302	Autosome	5	76.6	383	0	0	0
A2	MvSl-1064-A2-R4_MC12g11303	Autosome	2	122	244	0	0	0
A2	MvSl-1064-A2-R4_MC12g11304	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11305	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11306	Autosome	2	119.5	239	0	-0.5	-1
A2	MvSl-1064-A2-R4_MC12g11307	Autosome	6	86.8333	521	0	0	0
A2	MvSl-1064-A2-R4_MC12g11308	Autosome	3	148.667	446	0	0	0
A2	MvSl-1064-A2-R4_MC12g11309	Autosome	6	86.3333	518	0	0	0
A2	MvSl-1064-A2-R4_MC12g11310	Autosome	2	94.5	189	0	0	0
A2	MvSl-1064-A2-R4_MC12g11311	Autosome	5	103.6	518	0	0	0
A2	MvSl-1064-A2-R4_MC12g11312	Autosome	6	96	576	0	0	0
A2	MvSl-1064-A2-R4_MC12g11313	Autosome	9	123.667	1113	0	0	0
A2	MvSl-1064-A2-R4_MC12g11314	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11315	Autosome	2	75	150	0	0	0
A2	MvSl-1064-A2-R4_MC12g11316	Autosome	8	118	944	0	0	0
A2	MvSl-1064-A2-R4_MC12g11317	Autosome	2	87.5	175	0	0	0
A2	MvSl-1064-A2-R4_MC12g11318	Autosome	2	141.5	283	0	0	0
A2	MvSl-1064-A2-R4_MC12g11319	Autosome	7	79.1429	554	0	0	0
A2	MvSl-1064-A2-R4_MC12g11320	Autosome	3	92	276	0	0.3333	1
A2	MvSl-1064-A2-R4_MC12g11321	Autosome	1	94	94	0	0	0
A2	MvSl-1064-A2-R4_MC12g11322	Autosome	3	77	231	0	0	0
A2	MvSl-1064-A2-R4_MC12g11323	Autosome	1	52	52	0	0	0
A2	MvSl-1064-A2-R4_MC12g11324	Autosome	5	99.8	499	0	0	0
A2	MvSl-1064-A2-R4_MC12g11325	Autosome	2	165.5	331	0	0	0
A2	MvSl-1064-A2-R4_MC12g11326	Autosome	4	79.75	319	0	0	0
A2	MvSl-1064-A2-R4_MC12g11327	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11328	Autosome	4	172	688	0	0	0
A2	MvSl-1064-A2-R4_MC12g11329	Autosome	5	75.8	379	0	0	0
A2	MvSl-1064-A2-R4_MC12g11330	Autosome	5	77.4	387	0	0	0
A2	MvSl-1064-A2-R4_MC12g11331	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11332	Autosome	7	73.4286	514	0	0	0
A2	MvSl-1064-A2-R4_MC12g11333	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11334	Autosome	2	60.5	121	0	0	0
A2	MvSl-1064-A2-R4_MC12g11335	Autosome	4	76.25	305	0	0	0
A2	MvSl-1064-A2-R4_MC12g11336	Autosome	5	72.2	361	0	0	0
A2	MvSl-1064-A2-R4_MC12g11337	Autosome	7	115	805	0	0	0
A2	MvSl-1064-A2-R4_MC12g11338	Autosome	5	102.4	512	0	0	0
A2	MvSl-1064-A2-R4_MC12g11339	Autosome	2	73	146	0	0	0
A2	MvSl-1064-A2-R4_MC12g11340	Autosome	1	114	114	0	0	0
A2	MvSl-1064-A2-R4_MC12g11341	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11342	Autosome	2	128.5	257	0	0	0
A2	MvSl-1064-A2-R4_MC12g11343	Autosome	4	143.5	574	0	0	0
A2	MvSl-1064-A2-R4_MC12g11344	Autosome	7	135.714	950	0	0	0
A2	MvSl-1064-A2-R4_MC12g11345	Autosome	4	74.75	299	0	0	0
A2	MvSl-1064-A2-R4_MC12g11346	Autosome	5	74.2	371	0	0	0
A2	MvSl-1064-A2-R4_MC12g11347	Autosome	4	69.75	279	0	0	0
A2	MvSl-1064-A2-R4_MC12g11348	Autosome	8	81.5	652	0	0	0
A2	MvSl-1064-A2-R4_MC12g11349	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11350	Autosome	8	122.875	983	0	0	0
A2	MvSl-1064-A2-R4_MC12g11351	Autosome	18	109.222	1966	0	0	0
A2	MvSl-1064-A2-R4_MC12g11352	Autosome	3	69.6667	209	0	0	0
A2	MvSl-1064-A2-R4_MC12g11353	Autosome	2	75	150	0	0	0
A2	MvSl-1064-A2-R4_MC12g11354	Autosome	6	91.5	549	0	0	0
A2	MvSl-1064-A2-R4_MC12g11355	Autosome	1	135	135	0	0	0
A2	MvSl-1064-A2-R4_MC12g11356	Autosome	4	75.5	302	0	0	0
A2	MvSl-1064-A2-R4_MC12g11357	Autosome	2	179	358	0	0	0
A2	MvSl-1064-A2-R4_MC12g11358	Autosome	1	67	67	0	0	0
A2	MvSl-1064-A2-R4_MC12g11359	Autosome	2	75.5	151	0	0	0
A2	MvSl-1064-A2-R4_MC12g11360	Autosome	3	69.3333	208	0	0	0
A2	MvSl-1064-A2-R4_MC12g11361	Autosome	2	79	158	0	0	0
A2	MvSl-1064-A2-R4_MC12g11362	Autosome	2	57	114	0	0	0
A2	MvSl-1064-A2-R4_MC12g11363	Autosome	3	220.333	661	0	0	0
A2	MvSl-1064-A2-R4_MC12g11364	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11365	Autosome	1	71	71	0	0	0
A2	MvSl-1064-A2-R4_MC12g11366	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11367	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11368	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11369	Autosome	4	99	396	0	0	0
A2	MvSl-1064-A2-R4_MC12g11370	Autosome	1	81	81	0	0	0
A2	MvSl-1064-A2-R4_MC12g11371	Autosome	5	96.2	481	0	0	0
A2	MvSl-1064-A2-R4_MC12g11372	Autosome	4	106.25	425	0	0	0
A2	MvSl-1064-A2-R4_MC12g11373	Autosome	5	88.6	443	0	0	0
A2	MvSl-1064-A2-R4_MC12g11374	Autosome	6	73.8333	443	0	0	0
A2	MvSl-1064-A2-R4_MC12g11375	Autosome	7	90.1429	631	0	0	0
A2	MvSl-1064-A2-R4_MC12g11376	Autosome	1	76	76	0	0	0
A2	MvSl-1064-A2-R4_MC12g11377	Autosome	6	75.6667	454	0	0	0
A2	MvSl-1064-A2-R4_MC12g11378	Autosome	6	101.833	611	0	0	0
A2	MvSl-1064-A2-R4_MC12g11379	Autosome	5	186.2	931	0	0	0
A2	MvSl-1064-A2-R4_MC12g11380	Autosome	5	92.6	463	0	0	0
A2	MvSl-1064-A2-R4_MC12g11381	Autosome	1	91	91	0	0	0
A2	MvSl-1064-A2-R4_MC12g11382	Autosome	3	76.6667	230	0	0	0
A2	MvSl-1064-A2-R4_MC12g11383	Autosome	8	109.375	875	0	0	0
A2	MvSl-1064-A2-R4_MC12g11384	Autosome	4	144.75	579	0	0	0
A2	MvSl-1064-A2-R4_MC12g11385	Autosome	5	97	485	0	0	0
A2	MvSl-1064-A2-R4_MC12g11386	Autosome	7	81.8571	573	0	0	0
A2	MvSl-1064-A2-R4_MC12g11387	Autosome	1	139	139	0	0	0
A2	MvSl-1064-A2-R4_MC12g11388	Autosome	5	85.8	429	0	0	0
A2	MvSl-1064-A2-R4_MC12g11389	Autosome	1	69	69	0	0	0
A2	MvSl-1064-A2-R4_MC12g11390	Autosome	2	249.5	499	0	0	0
A2	MvSl-1064-A2-R4_MC12g11391	Autosome	2	262.5	525	0	0	0
A2	MvSl-1064-A2-R4_MC12g11392	Autosome	6	110.167	661	0	0	0
A2	MvSl-1064-A2-R4_MC12g11393	Autosome	3	77.6667	233	0	0	0
A2	MvSl-1064-A2-R4_MC12g11394	Autosome	3	96.6667	290	0	0	0
A2	MvSl-1064-A2-R4_MC12g11395	Autosome	7	89.1429	624	0	0	0
A2	MvSl-1064-A2-R4_MC12g11396	Autosome	1	45	45	0	0	0
A2	MvSl-1064-A2-R4_MC12g11397	Autosome	2	167.5	335	0	0	0
A2	MvSl-1064-A2-R4_MC12g11398	Autosome	2	184.5	369	0	0	0
A2	MvSl-1064-A2-R4_MC12g11399	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11400	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11402	Autosome	1	210	210	0	0	0
A2	MvSl-1064-A2-R4_MC12g11403	Autosome	1	76	76	0	0	0
A2	MvSl-1064-A2-R4_MC12g11404	Autosome	2	276	552	0	0	0
A2	MvSl-1064-A2-R4_MC12g11405	Autosome	13	79.8462	1038	0	0	0
A2	MvSl-1064-A2-R4_MC12g11406	Autosome	11	175.727	1933	0	0	0
A2	MvSl-1064-A2-R4_MC12g11407	Autosome	6	89.5	537	0	0	0
A2	MvSl-1064-A2-R4_MC12g11408	Autosome	4	84.75	339	0	0	0
A2	MvSl-1064-A2-R4_MC12g11409	Autosome	3	118.333	355	0	0	0
A2	MvSl-1064-A2-R4_MC12g11411	Autosome	3	50.3333	151	0	0	0
A2	MvSl-1064-A2-R4_MC12g11412	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11413	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11414	Autosome	6	78.1667	469	0	0	0
A2	MvSl-1064-A2-R4_MC12g11415	Autosome	2	139.5	279	0	0	0
A2	MvSl-1064-A2-R4_MC12g11416	Autosome	3	90.6667	272	0	0	0
A2	MvSl-1064-A2-R4_MC12g11417	Autosome	8	93.125	745	0	0	0
A2	MvSl-1064-A2-R4_MC12g11418	Autosome	3	74.6667	224	0	0	0
A2	MvSl-1064-A2-R4_MC12g11419	Autosome	2	68.5	137	0	0	0
A2	MvSl-1064-A2-R4_MC12g11420	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11421	Autosome	4	74.25	297	0	0	0
A2	MvSl-1064-A2-R4_MC12g11422	Autosome	1	220	220	0	0	0
A2	MvSl-1064-A2-R4_MC12g11423	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11424	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11425	Autosome	3	82.6667	248	0	0	0
A2	MvSl-1064-A2-R4_MC12g11426	Autosome	3	146.667	440	0	0	0
A2	MvSl-1064-A2-R4_MC12g11427	Autosome	1	85	85	0	0	0
A2	MvSl-1064-A2-R4_MC12g11428	Autosome	2	164.5	329	0	0	0
A2	MvSl-1064-A2-R4_MC12g11429	Autosome	3	109.667	329	0	0	0
A2	MvSl-1064-A2-R4_MC12g11430	Autosome	6	104.667	628	0	0	0
A2	MvSl-1064-A2-R4_MC12g11431	Autosome	7	110.286	772	0	0	0
A2	MvSl-1064-A2-R4_MC12g11432	Autosome	8	81.375	651	0	0	0
A2	MvSl-1064-A2-R4_MC12g11433	Autosome	2	103.5	207	0	0	0
A2	MvSl-1064-A2-R4_MC12g11434	Autosome	1	461	461	0	0	0
A2	MvSl-1064-A2-R4_MC12g11435	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11436	Autosome	1	42	42	0	0	0
A2	MvSl-1064-A2-R4_MC12g11437	Autosome	1	88	88	0	0	0
A2	MvSl-1064-A2-R4_MC12g11438	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11439	Autosome	2	60.5	121	0	0	0
A2	MvSl-1064-A2-R4_MC12g11440	Autosome	7	71.2857	499	0	0	0
A2	MvSl-1064-A2-R4_MC12g11441	Autosome	1	660	660	0	0	0
A2	MvSl-1064-A2-R4_MC12g11442	Autosome	9	98.4444	886	0	-0.1111	-1
A2	MvSl-1064-A2-R4_MC12g11443	Autosome	6	96.3333	578	0	0	0
A2	MvSl-1064-A2-R4_MC12g11444	Autosome	6	78.3333	470	0	0	0
A2	MvSl-1064-A2-R4_MC12g11445	Autosome	2	76	152	0	0	0
A2	MvSl-1064-A2-R4_MC12g11446	Autosome	2	145	290	0	0	0
A2	MvSl-1064-A2-R4_MC12g11447	Autosome	2	105.5	211	0	0	0
A2	MvSl-1064-A2-R4_MC12g11448	Autosome	1	82	82	0	0	0
A2	MvSl-1064-A2-R4_MC12g11449	Autosome	6	116.833	701	0	0	0
A2	MvSl-1064-A2-R4_MC12g11450	Autosome	4	74.25	297	0	0	0
A2	MvSl-1064-A2-R4_MC12g11451	Autosome	4	95.25	381	0	0	0
A2	MvSl-1064-A2-R4_MC12g11452	Autosome	2	188.5	377	0	0	0
A2	MvSl-1064-A2-R4_MC12g11453	Autosome	1	73	73	0	0	0
A2	MvSl-1064-A2-R4_MC12g11454	Autosome	7	91.1429	638	0	-0.4286	-3
A2	MvSl-1064-A2-R4_MC12g11455	Autosome	3	74	222	0	0	0
A2	MvSl-1064-A2-R4_MC12g11456	Autosome	1	172	172	0	0	0
A2	MvSl-1064-A2-R4_MC12g11457	Autosome	6	79.6667	478	0	0	0
A2	MvSl-1064-A2-R4_MC12g11458	Autosome	2	100.5	201	0	0	0
A2	MvSl-1064-A2-R4_MC12g11459	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11460	Autosome	4	99	396	0	0	0
A2	MvSl-1064-A2-R4_MC12g11461	Autosome	3	97.3333	292	0	0	0
A2	MvSl-1064-A2-R4_MC12g11462	Autosome	1	78	78	0	0	0
A2	MvSl-1064-A2-R4_MC12g11463	Autosome	2	109	218	0	0	0
A2	MvSl-1064-A2-R4_MC12g11464	Autosome	3	107.667	323	0	0	0
A2	MvSl-1064-A2-R4_MC12g11465	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11466	Autosome	3	69.6667	209	0	0	0
A2	MvSl-1064-A2-R4_MC12g11467	Autosome	2	297.5	595	0	0	0
A2	MvSl-1064-A2-R4_MC12g11468	Autosome	2	125	250	0	0	0
A2	MvSl-1064-A2-R4_MC12g11469	Autosome	6	78.3333	470	0	0	0
A2	MvSl-1064-A2-R4_MC12g11470	Autosome	2	132	264	0	0	0
A2	MvSl-1064-A2-R4_MC12g11471	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11472	Autosome	1	51	51	0	0	0
A2	MvSl-1064-A2-R4_MC12g11473	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11474	Autosome	3	78.3333	235	0	0	0
A2	MvSl-1064-A2-R4_MC12g11475	Autosome	10	117	1170	0	0	0
A2	MvSl-1064-A2-R4_MC12g11476	Autosome	3	98.6667	296	0	0	0
A2	MvSl-1064-A2-R4_MC12g11477	Autosome	4	76.25	305	0	0	0
A2	MvSl-1064-A2-R4_MC12g11478	Autosome	5	97.8	489	0	0	0
A2	MvSl-1064-A2-R4_MC12g11479	Autosome	5	78.8	394	0	0	0
A2	MvSl-1064-A2-R4_MC12g11480	Autosome	5	193.2	966	0	0	0
A2	MvSl-1064-A2-R4_MC12g11481	Autosome	1	121	121	0	0	0
A2	MvSl-1064-A2-R4_MC12g11482	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11483	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11484	Autosome	4	86.25	345	0	0	0
A2	MvSl-1064-A2-R4_MC12g11485	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11486	Autosome	4	98.5	394	0	0	0
A2	MvSl-1064-A2-R4_MC12g11487	Autosome	7	105.429	738	0	0	0
A2	MvSl-1064-A2-R4_MC12g11488	Autosome	11	90.9091	1000	0	0	0
A2	MvSl-1064-A2-R4_MC12g11489	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11490	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11491	Autosome	2	86.5	173	0	0	0
A2	MvSl-1064-A2-R4_MC12g11492	Autosome	5	115	575	0	0	0
A2	MvSl-1064-A2-R4_MC12g11493	Autosome	2	65.5	131	0	0	0
A2	MvSl-1064-A2-R4_MC12g11494	Autosome	5	90.2	451	0	0	0
A2	MvSl-1064-A2-R4_MC12g11495	Autosome	7	145.857	1021	0	0	0
A2	MvSl-1064-A2-R4_MC12g11496	Autosome	5	153.8	769	0	0	0
A2	MvSl-1064-A2-R4_MC12g11497	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11498	Autosome	10	106.5	1065	0	0	0
A2	MvSl-1064-A2-R4_MC12g11499	Autosome	5	109.6	548	0	0	0
A2	MvSl-1064-A2-R4_MC12g11501	Autosome	10	100	1000	0	0	0
A2	MvSl-1064-A2-R4_MC12g11503	Autosome	4	87	348	0	0	0
A2	MvSl-1064-A2-R4_MC12g11504	Autosome	18	84.0556	1513	0	0	0
A2	MvSl-1064-A2-R4_MC12g11505	Autosome	5	103	515	0	0	0
A2	MvSl-1064-A2-R4_MC12g11506	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11507	Autosome	10	89.3	893	0	0	0
A2	MvSl-1064-A2-R4_MC12g11508	Autosome	5	80.4	402	0	0	0
A2	MvSl-1064-A2-R4_MC12g11509	Autosome	1	107	107	0	0	0
A2	MvSl-1064-A2-R4_MC12g11510	Autosome	7	85.5714	599	0	0	0
A2	MvSl-1064-A2-R4_MC12g11511	Autosome	4	71.75	287	0	0	0
A2	MvSl-1064-A2-R4_MC12g11512	Autosome	2	71.5	143	0	0	0
A2	MvSl-1064-A2-R4_MC12g11513	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11514	Autosome	1	56	56	0	0	0
A2	MvSl-1064-A2-R4_MC12g11515	Autosome	3	84.3333	253	0	0	0
A2	MvSl-1064-A2-R4_MC12g11516	Autosome	4	62.25	249	0	0	0
A2	MvSl-1064-A2-R4_MC12g11517	Autosome	8	72.25	578	0	0	0
A2	MvSl-1064-A2-R4_MC12g11518	Autosome	5	92	460	0	0	0
A2	MvSl-1064-A2-R4_MC12g11519	Autosome	3	71	213	0	0	0
A2	MvSl-1064-A2-R4_MC12g11520	Autosome	3	94	282	0	0	0
A2	MvSl-1064-A2-R4_MC12g11521	Autosome	5	79.8	399	0	0	0
A2	MvSl-1064-A2-R4_MC12g11522	Autosome	15	73.0667	1096	0	0	0
A2	MvSl-1064-A2-R4_MC12g11523	Autosome	1	0	0	0	0	0
A2	MvSl-1064-A2-R4_MC12g11524	Autosome	4	81.25	325	0	0	0
A2	MvSl-1064-A2-R4_MC12g11525	Autosome	7	83.5714	585	0	0	0
A2	MvSl-1064-A2-R4_MC12g11526	Autosome	5	91.6	458	0	0	0
A2	MvSl-1064-A2-R4_MC12g11527	Autosome	16	80.5625	1289	0	0	0
A2	MvSl-1064-A2-R4_MC12g11528	Autosome	4	87.25	349	0	0	0
A2	MvSl-1064-A2-R4_MC12g11529	Autosome	4	106.25	425	0	0	0
A2	MvSl-1064-A2-R4_MC12g11530	Autosome	4	80.5	322	0	0	0
A2	MvSl-1064-A2-R4_MC12g11531	Autosome	5	114.8	574	0	0	0
A2	MvSl-1064-A2-R4_MC12g11532	Autosome	7	106.857	748	0	0	0
