gid	chr	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	logFC.A1.A2	DE_status	A1_mean	A2_mean
MvSl-1064-A1-R4_MC02g03724	aAutosome	3	86.3333	259	0	0	0	0.144466818	NON	4.58118	4.44235
MvSl-1064-A1-R4_MC02g03725	aAutosome	6	101.833	611	0	0	0	-0.114876313	NON	4.86982	4.98492
MvSl-1064-A1-R4_MC02g03726	aAutosome	8	88.5	708	0	0	0	-0.104924647	NON	5.44695	5.56221
MvSl-1064-A1-R4_MC02g03727	aAutosome	2	74	148	0	0	0	-0.064192922	NON	5.25671	5.32192
MvSl-1064-A1-R4_MC02g03728	aAutosome	9	96	864	0	0	0	-0.035142849	NON	2.21887	2.2557
MvSl-1064-A1-R4_MC02g03729	aAutosome	1	0	0	0	0	0	-0.087708385	NON	2.03928	2.12818
MvSl-1064-A1-R4_MC02g03730	aAutosome	2	69	138	0	0	0	-0.175375227	NON	4.40663	4.58105
MvSl-1064-A1-R4_MC02g03731	aAutosome	5	130.2	651	0	0	0	-0.087896624	NON	1.5712	1.64365
MvSl-1064-A1-R4_MC02g03732	aAutosome	1	73	73	0	0	0	-0.309550419	NON	1.46854	1.76852
MvSl-1064-A1-R4_MC02g03733	aAutosome	2	79	158	0	0	0	0.033365262	NON	5.03584	5.00825
MvSl-1064-A1-R4_MC02g03734	aAutosome	8	114.75	918	0	0	0	-0.167764488	NON	4.86877	5.03879
MvSl-1064-A1-R4_MC02g03735	aAutosome	1	111	111	0	0	0	0.052006383	NON	7.35326	7.30892
MvSl-1064-A1-R4_MC02g03736	aAutosome	8	90.875	727	0	0	0	0.052720988	NON	8.70673	8.66525
MvSl-1064-A1-R4_MC02g03738	aAutosome	2	198	396	0	0	0	-0.007523299	NON	6.96024	6.96663
MvSl-1064-A1-R4_MC02g03739	aAutosome	4	76.5	306	0	0	0	0.16498526	NON	7.87517	7.71034
MvSl-1064-A1-R4_MC02g03740	aAutosome	1	75	75	0	0	0	0.412706737	NON	4.55925	4.17286
MvSl-1064-A1-R4_MC02g03741	aAutosome	5	79.6	398	0	0	0	0.047920468	NON	4.86147	4.81685
MvSl-1064-A1-R4_MC02g03742	aAutosome	3	73.3333	220	0	0	0	0.161952124	NON	6.60964	6.45038
MvSl-1064-A1-R4_MC02g03743	aAutosome	1	52	52	0	0	0	0.26743895	NON	4.1763	3.86308
MvSl-1064-A1-R4_MC02g03744	aAutosome	2	145.5	291	0	0	0	0.084705305	NON	6.21808	6.10648
MvSl-1064-A1-R4_MC02g03745	aAutosome	1	0	0	0	0	0	-0.074256776	NON	8.07394	8.14
MvSl-1064-A1-R4_MC02g03746	aAutosome	2	167.5	335	0	0	0	0.075280838	NON	5.95546	5.87794
MvSl-1064-A1-R4_MC02g03747	aAutosome	1	133	133	0	0	0	0.106360894	NON	4.69566	4.57764
MvSl-1064-A1-R4_MC02g03748	aAutosome	8	75	600	0	0	0	0.15433845	NON	6.56315	6.44122
MvSl-1064-A1-R4_MC02g03749	aAutosome	4	108.5	434	0	0	0	0.200093196	NON	8.51616	8.35635
MvSl-1064-A1-R4_MC02g03750	aAutosome	1	90	90	0	0	0	0.208929625	NON	3.84328	3.65746
MvSl-1064-A1-R4_MC02g03751	aAutosome	4	104	416	0	0	0	-0.462639843	NON	5.84552	6.30896
MvSl-1064-A1-R4_MC02g03752	aAutosome	6	169	1014	0	0	0	-0.16861533	NON	7.71103	7.87791
MvSl-1064-A1-R4_MC02g03753	aAutosome	8	91	728	0	0	0	-0.28483329	NON	6.6905	6.9754
MvSl-1064-A1-R4_MC02g03754	aAutosome	5	105	525	0	0	0	-0.440615817	NON	6.7443	7.18542
MvSl-1064-A1-R4_MC02g03755	aAutosome	32	78.3125	2506	0	0	0	-0.238953308	NON	2.52657	2.77992
MvSl-1064-A1-R4_MC02g03756	aAutosome	31	83.2903	2582	0	0	0	-0.305599467	NON	6.92494	7.23069
MvSl-1064-A1-R4_MC02g03757	aAutosome	3	96	288	0	0	0	0.037274417	NON	4.05875	4.02371
MvSl-1064-A1-R4_MC02g03758	aAutosome	3	92.6667	278	0	0	0	-0.082456518	NON	5.23057	5.30828
MvSl-1064-A1-R4_MC02g03759	aAutosome	1	0	0	0	0	0	0.17206501	NON	6.67166	6.5024
MvSl-1064-A1-R4_MC02g03760	aAutosome	7	75.7143	530	0	0	0	0.058047717	NON	3.64416	3.59261
MvSl-1064-A1-R4_MC02g03761	aAutosome	5	75.2	376	0	0	0	0.173206459	NON	6.56539	6.39246
MvSl-1064-A1-R4_MC02g03762	aAutosome	1	69	69	0	0	0	-0.099656184	NON	4.26407	4.36323
MvSl-1064-A1-R4_MC02g03763	aAutosome	1	68	68	0	0	0	-0.002814502	NON	5.6801	5.68548
MvSl-1064-A1-R4_MC02g03764	aAutosome	3	150	450	0	0	0	0.170755843	NON	7.87956	7.7086
MvSl-1064-A1-R4_MC02g03765	aAutosome	2	68.5	137	0	0	0	0.168334834	NON	0.327346	0.194661
MvSl-1064-A1-R4_MC02g03766	aAutosome	2	52.5	105	0	0	0	-0.160624699	NON	0.616291	0.800131
MvSl-1064-A1-R4_MC02g03767	aAutosome	1	0	0	0	0	0	-0.104480006	NON	-0.0249957	0.0103752
MvSl-1064-A1-R4_MC02g03768	aAutosome	3	250.333	751	0	0	0	0.493631654	NON	6.03837	5.5553
MvSl-1064-A1-R4_MC02g03769	aAutosome	11	80.5455	886	0	0	0	-0.062844179	NON	6.60687	6.6721
MvSl-1064-A1-R4_MC02g03770	aAutosome	2	87.5	175	0	0	0	0.095886479	NON	7.33559	7.23937
MvSl-1064-A1-R4_MC02g03772	aAutosome	2	126	252	0	0	0	0.007539852	NON	1.6252	1.57727
MvSl-1064-A1-R4_MC02g03775	aAutosome	2	129.5	259	0	0	0	-0.021083326	NON	6.74002	6.76041
MvSl-1064-A1-R4_MC02g03776	aAutosome	4	83.25	333	0	0	0	-0.205985266	NON	5.44946	5.65746
MvSl-1064-A1-R4_MC02g03777	aAutosome	4	72	288	0	0	0	-0.052633489	NON	7.46847	7.52112
MvSl-1064-A1-R4_MC02g03778	aAutosome	5	139.2	696	0	0	0	0.067700027	NON	6.87876	6.80845
MvSl-1064-A1-R4_MC02g03780	aAutosome	3	81.3333	244	0	0	0	-0.387580516	NON	1.8762	2.26839
MvSl-1064-A1-R4_MC02g03781	aAutosome	6	78.8333	473	0	0	0	-0.078225864	NON	7.27963	7.36975
MvSl-1064-A1-R4_MC02g03782	aAutosome	1	346	346	0	0	0	-0.490973001	NON	5.45397	5.9534
MvSl-1064-A1-R4_MC02g03783	aAutosome	14	86.1429	1206	0	0	0	0.322737647	NON	7.51407	7.17656
MvSl-1064-A1-R4_MC02g03784	aAutosome	3	121.333	364	0	0	0	-0.125950186	NON	4.24598	4.37044
MvSl-1064-A1-R4_MC02g03785	aAutosome	2	126.5	253	0	0	0	0.050055829	NON	4.83145	4.78335
MvSl-1064-A1-R4_MC02g03786	aAutosome	8	85.625	685	0	0	0	0.054392223	NON	7.3382	7.28729
MvSl-1064-A1-R4_MC02g03787	aAutosome	6	77.5	465	0	0	0	0.190001975	NON	7.47932	7.27721
MvSl-1064-A1-R4_MC02g03788	aAutosome	8	89.25	714	0	0	0	-0.132680843	NON	7.30255	7.4442
MvSl-1064-A1-R4_MC02g03789	aAutosome	4	83.5	334	0	0	0	-0.176592164	NON	5.67475	5.84849
MvSl-1064-A1-R4_MC02g03790	aAutosome	10	84.3	843	0	0	0	0.081488285	NON	5.55086	5.46947
MvSl-1064-A1-R4_MC02g03791	aAutosome	6	113.167	679	0	0	0	0.423653069	NON	7.7522	7.33134
MvSl-1064-A1-R4_MC02g03792	aAutosome	3	164.333	493	0	0	0	-0.431382353	NON	4.54799	4.95789
MvSl-1064-A1-R4_MC02g03793	aAutosome	4	106	424	0	0.25	1	-0.01590628	NON	6.65894	6.67471
MvSl-1064-A1-R4_MC02g03794	aAutosome	3	116.333	349	0	0	0	0.42037216	NON	6.58957	6.16547
MvSl-1064-A1-R4_MC02g03795	aAutosome	4	76.5	306	0	0	0	0.340990783	NON	5.26254	4.94041
MvSl-1064-A1-R4_MC02g03796	aAutosome	3	85.3333	256	0	0	0	0.132940141	NON	5.73814	5.60686
MvSl-1064-A1-R4_MC02g03797	aAutosome	5	74.4	372	0	0	0	0.155795894	NON	5.11207	4.96364
MvSl-1064-A1-R4_MC02g03798	aAutosome	2	93	186	0	0	0	-0.015173968	NON	2.42294	2.43328
MvSl-1064-A1-R4_MC02g03799	aAutosome	2	91	182	0	0	0	-0.129500588	NON	5.79555	5.92429
MvSl-1064-A1-R4_MC02g03800	aAutosome	3	87	261	0	0	0	-0.058103081	NON	5.52103	5.57778
MvSl-1064-A1-R4_MC02g03803	aAutosome	1	77	77	0	0	0	0.030330003	NON	7.52125	7.49725
MvSl-1064-A1-R4_MC02g03804	aAutosome	2	109.5	219	0	0	0	-0.236704166	NON	3.58697	3.81484
MvSl-1064-A1-R4_MC02g03807	aAutosome	1	380	380	0	0	0	-0.455240921	NON	0.863789	1.26971
MvSl-1064-A1-R4_MC02g03808	aAutosome	2	56	112	0	0	0	-0.600488751	NON	4.82668	5.4192
MvSl-1064-A1-R4_MC02g03809	aAutosome	6	80	480	0	0	0	-0.004928323	NON	6.69732	6.70241
MvSl-1064-A1-R4_MC02g03810	aAutosome	3	75	225	0	0	0	-0.035319684	NON	6.2989	6.3343
MvSl-1064-A1-R4_MC02g03811	aAutosome	3	102.333	307	0	0	0	0.137977847	NON	7.27726	7.13979
MvSl-1064-A1-R4_MC02g03812	aAutosome	5	69.6	348	-1	4.7667	-41	0.208631811	NON	5.74228	5.53397
MvSl-1064-A1-R4_MC02g03813	aAutosome	5	79.2	396	0	0	0	0.065576089	NON	4.75663	4.69386
MvSl-1064-A1-R4_MC02g03814	aAutosome	2	96.5	193	0	0	0	0.100640946	NON	3.26668	3.16832
MvSl-1064-A1-R4_MC02g03815	aAutosome	1	79	79	0	0	0	-0.049062913	NON	4.18564	4.22957
MvSl-1064-A1-R4_MC02g03816	aAutosome	6	89	534	0	0	0	0.05095106	NON	6.33939	6.28603
MvSl-1064-A1-R4_MC02g03817	aAutosome	2	126.5	253	0	0	0	0.192741567	NON	5.9532	5.76001
MvSl-1064-A1-R4_MC02g03818	aAutosome	6	64.8333	389	0	0	0	0.142822423	NON	5.52397	5.3676
MvSl-1064-A1-R4_MC02g03819	aAutosome	2	67.5	135	0	0	0	-0.234682936	NON	4.84281	5.08582
MvSl-1064-A1-R4_MC02g03820	aAutosome	2	116.5	233	0	0	0	0.085730753	NON	4.98093	4.89109
MvSl-1064-A1-R4_MC02g03821	aAutosome	6	81	486	0	0	0	0.075414361	NON	7.47162	7.39935
MvSl-1064-A1-R4_MC02g03822	aAutosome	2	76	152	0	0	0	0.019419761	NON	7.70207	7.67969
MvSl-1064-A1-R4_MC02g03823	aAutosome	4	146.5	586	0	0	0	0.022619856	NON	6.33394	6.31148
MvSl-1064-A1-R4_MC02g03824	aAutosome	2	82	164	0	0	0	0.267406406	NON	6.13059	5.86338
MvSl-1064-A1-R4_MC02g03825	aAutosome	3	97	291	0	0	0	0.152528428	NON	5.66244	5.51646
MvSl-1064-A1-R4_MC02g03826	aAutosome	3	74.3333	223	0	0	0	0.028458233	NON	5.59618	5.56776
MvSl-1064-A1-R4_MC02g03827	aAutosome	2	94	188	0	0	0	-0.193172313	NON	6.807	6.9914
MvSl-1064-A1-R4_MC02g03828	aAutosome	6	68.1667	409	0	0	0	-0.386037892	NON	2.73446	3.12775
MvSl-1064-A1-R4_MC02g03829	aAutosome	1	0	0	0	0	0	-0.270622196	NON	3.72527	3.99837
MvSl-1064-A1-R4_MC02g03830	aAutosome	14	77.5	1085	0	0	0	0.000780267	NON	3.24725	3.22789
MvSl-1064-A1-R4_MC02g03831	aAutosome	6	94.5	567	0	0	0	-0.173640028	NON	6.77457	6.95456
MvSl-1064-A1-R4_MC02g03832	aAutosome	8	89.25	714	0	0	0	-0.18239172	NON	7.11467	7.29911
MvSl-1064-A1-R4_MC02g03833	aAutosome	3	115.333	346	0	0	0	-0.013641845	NON	4.36379	4.38127
MvSl-1064-A1-R4_MC02g03834	aAutosome	4	67.75	271	0	0	0	-0.026359932	NON	4.89102	4.9202
MvSl-1064-A1-R4_MC02g03835	aAutosome	4	68.75	275	0	0	0	-0.206633142	NON	1.13142	1.33222
MvSl-1064-A1-R4_MC02g03836	aAutosome	10	103.6	1036	0	0	0	0.126495139	NON	6.62494	6.49352
MvSl-1064-A1-R4_MC02g03837	aAutosome	9	69.5556	626	0	0	0	-0.19394512	NON	5.25473	5.45465
MvSl-1064-A1-R4_MC02g03838	aAutosome	3	83.6667	251	0	0	0	0.023698738	NON	4.96073	4.94065
MvSl-1064-A1-R4_MC02g03839	aAutosome	7	75.8571	531	0	0	0	-0.067496858	NON	4.43471	4.53271
MvSl-1064-A1-R4_MC02g03840	aAutosome	6	171.833	1031	0	0	0	-0.075973666	NON	6.17542	6.25149
MvSl-1064-A1-R4_MC02g03841	aAutosome	4	169.5	678	0	0	0	-0.24402827	NON	7.77564	8.02935
MvSl-1064-A1-R4_MC02g03842	aAutosome	1	98	98	0	0	0	-0.43166779	NON	6.89518	7.32636
MvSl-1064-A1-R4_MC02g03843	aAutosome	2	163.5	327	0	0	0	-0.23729581	NON	5.91669	6.15851
MvSl-1064-A1-R4_MC02g03844	aAutosome	5	99.4	497	0	0	0	0.031754373	NON	6.97656	6.95356
MvSl-1064-A1-R4_MC02g03845	aAutosome	5	82.2	411	0	0	0	0.311604445	NON	7.21251	6.91338
MvSl-1064-A1-R4_MC02g03846	aAutosome	6	139.5	837	0	0	0	0.260243031	NON	8.16512	7.90403
MvSl-1064-A1-R4_MC02g03847	aAutosome	4	111.25	445	0	0	0	-0.027605465	NON	5.86817	5.89407
MvSl-1064-A1-R4_MC02g03848	aAutosome	3	80	240	0	0	0	0.22543379	NON	5.07375	4.84874
MvSl-1064-A1-R4_MC02g03849	aAutosome	12	86.9167	1043	0	0	0	-0.005598042	NON	9.26545	9.275
MvSl-1064-A1-R4_MC02g03850	aAutosome	3	80.3333	241	0	0	0	0.840358099	NON	2.00088	1.11787
MvSl-1064-A1-R4_MC02g03852	aAutosome	1	101	101	0	0	0	1.389885011	NON	2.35031	0.930138
MvSl-1064-A1-R4_MC02g03853	aAutosome	5	163.8	819	0	0.4	2	0.152430562	NON	7.22714	7.06079
MvSl-1064-A1-R4_MC02g03854	aAutosome	3	87.3333	262	0	0	0	-0.238772902	NON	3.82051	4.05694
MvSl-1064-A1-R4_MC02g03855	aAutosome	3	61.6667	185	0	0	0	-0.366651206	NON	1.51939	1.82769
MvSl-1064-A1-R4_MC02g03856	aAutosome	2	55.5	111	0	0	0	0.339395852	NON	4.33932	4.00333
MvSl-1064-A1-R4_MC02g03857	aAutosome	2	75	150	0	0	0	-0.006623981	NON	7.51092	7.52501
MvSl-1064-A1-R4_MC02g03858	aAutosome	2	95	190	0	0	0	-0.267269333	NON	3.87654	4.14232
MvSl-1064-A1-R4_MC02g03859	aAutosome	1	118	118	0	0	0	0.302272276	NON	2.69216	2.39205
MvSl-1064-A1-R4_MC02g03860	aAutosome	5	81.2	406	0	0	0	-0.680580262	NON	3.39871	4.07247
MvSl-1064-A1-R4_MC02g03864	aAutosome	5	87.8	439	0	0	0	0.359968384	NON	7.24684	6.877
MvSl-1064-A1-R4_MC02g03865	aAutosome	7	84.1429	589	0	0	0	-0.114439713	NON	5.15208	5.25828
MvSl-1064-A1-R4_MC02g03866	aAutosome	3	74.3333	223	0	0	0	0.125021495	NON	5.97206	5.84743
MvSl-1064-A1-R4_MC02g03867	aAutosome	6	92	552	0	0	0	0.312529772	NON	7.63382	7.3327
MvSl-1064-A1-R4_MC02g03868	aAutosome	4	90.25	361	0	0	0	0.175738624	NON	7.46952	7.29483
MvSl-1064-A1-R4_MC02g03869	aAutosome	3	149.667	449	0	0	0	0.111681263	NON	7.21377	7.10022
MvSl-1064-A1-R4_MC02g03870	aAutosome	6	124.667	748	0	0	0	0.191730789	NON	6.56599	6.37066
MvSl-1064-A1-R4_MC02g03872	aAutosome	4	85.25	341	0	0	0	0.178957054	NON	3.74594	3.56893
MvSl-1064-A1-R4_MC02g03873	aAutosome	1	0	0	0	0	0	0.589165554	NON	1.0298	0.482978
MvSl-1064-A1-R4_MC02g03874	aAutosome	4	68.5	274	0	0	0	-0.501613474	NON	4.81267	5.31413
MvSl-1064-A1-R4_MC02g03875	aAutosome	1	47	47	0	0	0	-0.014522885	NON	4.00382	3.99956
MvSl-1064-A1-R4_MC02g03876	aAutosome	1	46	46	0	0	0	0.021237457	NON	2.61959	2.59761
MvSl-1064-A1-R4_MC02g03877	aAutosome	2	76	152	0	0	0	-0.171377227	NON	5.35721	5.54234
MvSl-1064-A1-R4_MC02g03878	aAutosome	1	0	0	0	0	0	0.037264143	NON	3.38345	3.36239
MvSl-1064-A1-R4_MC02g03879	aAutosome	2	76.5	153	0	0	0	-0.099702711	NON	7.78847	7.91964
MvSl-1064-A1-R4_MC02g03880	aAutosome	1	0	0	0	0	0	-0.170879906	NON	4.61226	4.78266
MvSl-1064-A1-R4_MC02g03881	aAutosome	2	97.5	195	0	0	0	-0.092022685	NON	4.95786	5.04605
MvSl-1064-A1-R4_MC02g03882	aAutosome	1	76	76	0	0	0	-0.05589664	NON	4.16445	4.22322
MvSl-1064-A1-R4_MC02g03883	aAutosome	4	74	296	0	0	0	-0.660367604	NON	0.46785	1.05139
MvSl-1064-A1-R4_MC02g03884	aAutosome	4	83	332	0	0	0	0.012732019	NON	6.96644	6.95336
MvSl-1064-A1-R4_MC02g03889	aAutosome	1	0	0	0	0	0	-0.408106023	NON	4.70034	5.09762
MvSl-1064-A1-R4_MC02g03890	aAutosome	1	0	0	0	0	0	-0.643767907	NON	5.01807	5.66266
MvSl-1064-A1-R4_MC02g03891	aAutosome	3	230.333	691	0	0	0	-1.868856006	DE	5.00567	6.84522
MvSl-1064-A1-R4_MC02g03892	aAutosome	1	54	54	0	0	0	-0.562790727	NON	0.18241	0.695327
MvSl-1064-A1-R4_MC02g03893	aAutosome	2	223.5	447	0	0	0	-0.013419763	NON	4.21408	4.22608
MvSl-1064-A1-R4_MC02g03896	aAutosome	1	68	68	0	0	0	0.240565032	NON	4.31166	4.09671
MvSl-1064-A1-R4_MC02g03897	aAutosome	11	109.273	1202	0	0	0	0.155369653	NON	7.01414	6.85599
MvSl-1064-A1-R4_MC02g03898	aAutosome	6	83.8333	503	0	0	0	-0.297799821	NON	4.02428	4.31782
MvSl-1064-A1-R4_MC02g03899	aAutosome	5	69.6	348	0	0	0	-0.322358467	NON	6.37355	6.69927
MvSl-1064-A1-R4_MC02g03900	aAutosome	7	89.8571	629	0	0	0	0.318894818	NON	7.56012	7.23959
MvSl-1064-A1-R4_MC02g03902	aAutosome	1	0	0	0	0	0	0.014237336	NON	5.62659	5.60961
MvSl-1064-A1-R4_MC02g03903	aAutosome	2	69	138	0	0	0	-0.120115142	NON	5.47139	5.59108
MvSl-1064-A1-R4_MC02g03904	aAutosome	4	85.5	342	0	0	0	-0.131938161	NON	5.40624	5.53855
MvSl-1064-A1-R4_MC02g03905	aAutosome	6	112.333	674	0	0	0	0.085345017	NON	8.66441	8.59163
MvSl-1064-A1-R4_MC02g03906	aAutosome	7	123.857	867	0	0	0	-0.210912074	NON	6.51459	6.71957
MvSl-1064-A1-R4_MC02g03907	aAutosome	4	98.25	393	0	0	0	-0.347934304	NON	2.84566	3.19017
MvSl-1064-A1-R4_MC02g03908	aAutosome	3	68.6667	206	0	0	0	0.031875013	NON	4.38512	4.36743
MvSl-1064-A1-R4_MC02g03909	aAutosome	3	207.667	623	0	0	0	0.189400992	NON	7.98613	7.79596
MvSl-1064-A1-R4_MC02g03910	aAutosome	2	115	230	0	0	0	-0.057179248	NON	6.76646	6.82473
MvSl-1064-A1-R4_MC02g03911	aAutosome	4	92.25	369	0	0	0	0.422103169	NON	5.54294	5.1465
MvSl-1064-A1-R4_MC02g03912	aAutosome	8	86	688	0	0	0	0.073249102	NON	6.32287	6.25053
MvSl-1064-A1-R4_MC02g03913	aAutosome	6	80.8333	485	0	0	0	-0.159096228	NON	5.52757	5.69106
MvSl-1064-A1-R4_MC02g03915	aAutosome	1	104	104	0	0	0	-0.904602015	NON	2.92053	3.81623
MvSl-1064-A1-R4_MC02g03916	aAutosome	2	138	276	0	0	0	0.050993433	NON	8.13128	8.07785
MvSl-1064-A1-R4_MC02g03917	aAutosome	5	68.8	344	0	0	0	0.098251543	NON	5.87749	5.77494
MvSl-1064-A1-R4_MC02g03918	aAutosome	9	72.8889	656	0	0	0	0.125478633	NON	6.83728	6.71224
MvSl-1064-A1-R4_MC02g03919	aAutosome	4	76.75	307	0	0	0	0.261989259	NON	6.9984	6.77315
MvSl-1064-A1-R4_MC02g03920	aAutosome	8	91.875	735	0	0	0	0.137339508	NON	6.85676	6.71261
MvSl-1064-A1-R4_MC02g03921	aAutosome	4	69.75	279	0	0	0	-0.053074805	NON	4.36955	4.42905
MvSl-1064-A1-R4_MC02g03922	aAutosome	5	85.2	426	0	0	0	-1.256207955	DE	3.53242	4.84187
MvSl-1064-A1-R4_MC02g03923	aAutosome	1	73	73	0	0	0	-0.15558193	NON	7.55731	7.72369
MvSl-1064-A1-R4_MC02g03924	aAutosome	2	47	94	0	0	0	-0.266991977	NON	6.14071	6.40201
MvSl-1064-A1-R4_MC02g03925	aAutosome	4	88.75	355	0	0	0	-0.131456619	NON	11.9213	12.0664
MvSl-1064-A1-R4_MC02g03926	aAutosome	5	105.2	526	0	0	0	0.146033893	NON	7.10104	6.95405
MvSl-1064-A1-R4_MC02g03927	aAutosome	3	74.6667	224	0	0	0	-0.601406462	NON	0.0161313	0.571699
MvSl-1064-A1-R4_MC02g03928	aAutosome	1	66	66	0	0	0	0.165452765	NON	2.90605	2.69874
MvSl-1064-A1-R4_MC02g03929	aAutosome	1	70	70	0	0	0	0.109932963	NON	5.98948	5.89397
MvSl-1064-A1-R4_MC02g03930	aAutosome	5	68.4	342	0	0	0	-0.510317969	NON	4.61831	5.12877
MvSl-1064-A1-R4_MC02g03931	aAutosome	4	69.25	277	0	0	0	0.137232681	NON	5.93299	5.79326
MvSl-1064-A1-R4_MC02g03932	aAutosome	3	65.6667	197	0	0.3334	1	-0.109431662	NON	4.11328	4.22216
MvSl-1064-A1-R4_MC02g03933	aAutosome	9	113.667	1023	0	0	0	0.063015428	NON	8.41182	8.36384
MvSl-1064-A1-R4_MC02g03935	aAutosome	1	0	0	0	0	0	-0.09963156	NON	5.54408	5.65985
MvSl-1064-A1-R4_MC02g03936	aAutosome	5	70.8	354	0	0	0	0.171188156	NON	5.83378	5.66985
MvSl-1064-A1-R4_MC02g03937	aAutosome	7	82.4286	577	0	0	0	-0.100463667	NON	7.12363	7.22377
MvSl-1064-A1-R4_MC02g03938	aAutosome	1	77	77	0	0	0	-0.176051634	NON	0.654785	0.842257
MvSl-1064-A1-R4_MC02g03944	aAutosome	9	104	936	0	0	0	-0.134784073	NON	6.12542	6.26249
MvSl-1064-A1-R4_MC02g03945	aAutosome	1	115	115	0	0	0	0.060553811	NON	5.36317	5.29683
MvSl-1064-A1-R4_MC02g03946	aAutosome	3	76.3333	229	0	0	0	0.326538687	NON	3.80962	3.48739
MvSl-1064-A1-R4_MC02g03948	aAutosome	4	127.5	510	0	0	0	-0.120551658	NON	4.05267	4.16702
MvSl-1064-A1-R4_MC02g03949	aAutosome	1	61	61	0	0	0	-0.017912622	NON	1.31844	1.26097
MvSl-1064-A1-R4_MC02g03950	aAutosome	2	95	190	0	0	0	-0.389400186	NON	8.3098	8.72264
MvSl-1064-A1-R4_MC02g03951	aAutosome	5	73.8	369	0	0	0	0.099872778	NON	6.20996	6.10621
MvSl-1064-A1-R4_MC02g03952	aAutosome	5	100.2	501	0	0	0	0.141708505	NON	7.64464	7.50252
MvSl-1064-A1-R4_MC02g03953	aAutosome	7	79.8571	559	0	0	0	-0.189847797	NON	4.47016	4.72644
MvSl-1064-A1-R4_MC02g03954	aAutosome	4	81	324	0	0	0	0.203205488	NON	6.01594	5.81646
MvSl-1064-A1-R4_MC02g03955	aAutosome	6	80.8333	485	0	0	0	-0.085804209	NON	6.98985	7.07716
MvSl-1064-A1-R4_MC02g03957	aAutosome	1	54	54	0	0	0	0.243959503	NON	3.70779	3.45946
MvSl-1064-A1-R4_MC02g03958	aAutosome	7	76.4286	535	0	0	0	-0.045409508	NON	4.82982	4.87749
MvSl-1064-A1-R4_MC02g03959	aAutosome	1	0	0	0	0	0	0.094630937	NON	4.0974	4.00331
MvSl-1064-A1-R4_MC02g03960	aAutosome	2	79.5	159	0	0	0	0.053603436	NON	6.95674	6.91277
MvSl-1064-A1-R4_MC02g03961	aAutosome	5	87.6	438	0	0	0	0.262019259	NON	6.16935	5.9077
MvSl-1064-A1-R4_MC02g03962	aAutosome	3	92	276	0	0	0	0.163233507	NON	5.89675	5.73317
MvSl-1064-A1-R4_MC02g03963	aAutosome	3	114.667	344	0	0	0	0.058090717	NON	4.86491	4.83149
MvSl-1064-A1-R4_MC02g03964	aAutosome	3	90.3333	271	0	0	0	-0.251398666	NON	4.47966	4.72489
MvSl-1064-A1-R4_MC02g03965	aAutosome	3	78	234	0	0	0	-0.049813333	NON	6.15595	6.20459
MvSl-1064-A1-R4_MC02g03967	aAutosome	4	83	332	0	0	0	0.014583807	NON	5.23184	5.21371
MvSl-1064-A1-R4_MC02g03968	aAutosome	1	0	0	0	0	0	0.18582653	NON	3.54087	3.35868
MvSl-1064-A1-R4_MC02g03969	aAutosome	1	0	0	0	0	0	-0.025229616	NON	6.5521	6.57422
MvSl-1064-A1-R4_MC02g03970	aAutosome	1	74	74	0	0	0	-0.293875509	NON	4.98685	5.27113
MvSl-1064-A1-R4_MC02g03971	aAutosome	3	89.6667	269	0	0	0	0.019740419	NON	5.17925	5.16401
MvSl-1064-A1-R4_MC02g03972	aAutosome	5	84.6	423	0	0	0	0.184702859	NON	6.69758	6.51262
MvSl-1064-A1-R4_MC02g03973	aAutosome	1	350	350	0	0	0	-0.646104289	NON	5.48828	6.16017
MvSl-1064-A1-R4_MC02g03974	aAutosome	5	101.2	506	0	0	0	-0.329469695	NON	6.13394	6.46531
MvSl-1064-A1-R4_MC02g03975	aAutosome	1	0	0	0	0	0	-0.123118835	NON	4.2598	4.38387
MvSl-1064-A1-R4_MC02g03976	aAutosome	6	105.333	632	0	0	0	-0.229094314	NON	4.90202	5.13252
MvSl-1064-A1-R4_MC02g03977	aAutosome	4	90.5	362	0	0	0	-0.999382249	NON	2.77159	3.99164
MvSl-1064-A1-R4_MC02g03978	aAutosome	1	135	135	0	0	0	-0.411304413	NON	3.24749	3.65082
MvSl-1064-A1-R4_MC02g03979	aAutosome	10	103	1030	0	-0.1	-1	0.162388368	NON	9.76841	9.60438
MvSl-1064-A1-R4_MC02g03980	aAutosome	6	110.167	661	0	0	0	-0.060438781	NON	5.44884	5.50914
MvSl-1064-A1-R4_MC02g03981	aAutosome	6	79.3333	476	0	0	0	-0.106199834	NON	5.1743	5.27917
MvSl-1064-A1-R4_MC02g03982	aAutosome	7	106.143	743	0	0	0	-0.137249127	NON	2.70668	2.90473
MvSl-1064-A1-R4_MC02g03983	aAutosome	1	285	285	0	0	0	-0.186664516	NON	7.65378	7.85048
MvSl-1064-A1-R4_MC02g03984	aAutosome	1	189	189	0	0	0	-0.208809946	NON	4.69503	4.93669
MvSl-1064-A1-R4_MC02g03985	aAutosome	4	83	332	0	0	0	0.224230778	NON	5.6578	5.44504
MvSl-1064-A1-R4_MC02g03986	aAutosome	5	96.8	484	0	0	0	-0.027235371	NON	8.6404	8.66733
